gene	cell_logFC	cell_FDR	pct_cluster2	pct_cluster0	pb_logFC	pb_FDR	pb_AveExpr	pb_t	pb_P	direction_concordant	cell_sig	pb_sig	both_sig	both_sig_same_direction
DCAF15	0.00220883472034178	1.69548856756025e-14	0.081	0.04							TRUE	FALSE	FALSE	FALSE
DCAF16	0.0213084984181652	7.20075069989109e-21	0.093	0.043							TRUE	FALSE	FALSE	FALSE
DCAF17	-0.00266086116819536	2.63055967272842e-21	0.116	0.058							TRUE	FALSE	FALSE	FALSE
DCAF5	0.117381134449724	8.62856795367367e-64	0.421	0.219	0.132054262957609	0.0797442254586075	7.47986578245516	2.32702998096329	0.0232663590728505	TRUE	TRUE	FALSE	FALSE	FALSE
DCAF6	0.171270326457154	3.83673296154832e-55	0.591	0.352	0.157799102527641	0.0235340363750746	8.07305072233782	2.92038859050594	0.00487876788273197	TRUE	TRUE	TRUE	TRUE	TRUE
DCAF7	0.0736705912333674	7.97247801868386e-45	0.304	0.161	0.0619210301577156	0.576301057287888	6.92186381132117	0.853490460886849	0.396693841780161	TRUE	TRUE	FALSE	FALSE	FALSE
DCAF8	-0.0800765493278979	2.31030588139024e-05	0.085	0.053							TRUE	FALSE	FALSE	FALSE
DCAKD	0.0191392639242838	1.02299907168347e-28	0.113	0.05							TRUE	FALSE	FALSE	FALSE
DCBLD1	0.0310526847275448	5.94767118377621e-12	0.051	0.022							TRUE	FALSE	FALSE	FALSE
DCBLD2	-0.05377205491622	6.55012399663955e-14	0.116	0.065							TRUE	FALSE	FALSE	FALSE
DCC	-0.285719248362423	1	0.126	0.109							FALSE	FALSE	FALSE	FALSE
DCK	0.0170641728089445	3.33317242306156e-12	0.061	0.029							TRUE	FALSE	FALSE	FALSE
DCLK1	-0.403930039733769	1	0.311	0.275	-0.566744640346005	2.39314147932313e-08	6.98542453911219	-7.43981489918467	3.84513933173572e-10	TRUE	FALSE	TRUE	FALSE	FALSE
DCLK2	-0.158294167414724	0.0568077877535574	0.151	0.11	-0.404208766128108	0.00157459350946552	5.83694632665388	-3.99730026996891	0.000173883955521186	TRUE	FALSE	TRUE	FALSE	FALSE
DCLRE1C	0.0643581655351098	2.50254928034177e-52	0.218	0.1	0.140847391595779	0.305695088679732	6.38513301170743	1.45826923519962	0.149845947575222	TRUE	TRUE	FALSE	FALSE	FALSE
DCP1A	0.0895608056991224	2.21546189265028e-53	0.276	0.135	0.046120518997705	0.695292864203492	6.70479048893419	0.61334476888822	0.541906399644445	TRUE	TRUE	FALSE	FALSE	FALSE
DCP1B	0.0697755995273687	9.52398830932899e-29	0.109	0.048							TRUE	FALSE	FALSE	FALSE
DCP2	0.205558726525343	7.51967327648884e-104	0.401	0.178	0.204682501502637	0.0198242082123198	7.34508981876363	2.99366149275102	0.00396383046122385	TRUE	TRUE	TRUE	TRUE	TRUE
DCTD	0.0668257723006277	6.2011838727732e-25	0.086	0.036							TRUE	FALSE	FALSE	FALSE
DCTN2	-0.195407089248889	0.234304469570293	0.181	0.134							FALSE	FALSE	FALSE	FALSE
DCTN3	-0.159867180596651	1	0.088	0.079							FALSE	FALSE	FALSE	FALSE
DCTN4	0.0837472575970981	1.85691017901693e-50	0.42	0.231	0.136763732617421	0.118728588633353	7.28116798290723	2.09880987778644	0.0399395583798503	TRUE	TRUE	FALSE	FALSE	FALSE
DCTN5	-0.0502457037751969	1.58521505080181e-18	0.172	0.098							TRUE	FALSE	FALSE	FALSE
DCUN1D1	0.0684338480442457	4.04643170065442e-46	0.255	0.128	0.00258225783901248	0.98474450526246	6.52922313365279	0.033109801114013	0.973694069600244	TRUE	TRUE	FALSE	FALSE	FALSE
DCUN1D2	0.0255558639083011	9.29178881685439e-18	0.112	0.059							TRUE	FALSE	FALSE	FALSE
DCUN1D4	0.0172630944259482	5.36461341748385e-30	0.204	0.109	-0.0897412067897193	0.464699408699354	6.21463309143404	-1.09059916909734	0.279696660170996	FALSE	TRUE	FALSE	FALSE	FALSE
DCUN1D5	0.0333640064726245	1.64155113731484e-16	0.097	0.049							TRUE	FALSE	FALSE	FALSE
DDA1	-0.107033276126215	1	0.072	0.053							FALSE	FALSE	FALSE	FALSE
DDAH1	-0.139146159380765	1	0.099	0.074							FALSE	FALSE	FALSE	FALSE
DDAH2	-0.0320220203538263	1.10340803108437e-08	0.082	0.046							TRUE	FALSE	FALSE	FALSE
DDB1	-0.0495209503580929	4.08482245766893e-20	0.174	0.098							TRUE	FALSE	FALSE	FALSE
DDB2	0.0540875842392818	1.32800086038387e-34	0.187	0.093	-0.0768223303356409	0.532020385088528	6.14693890670987	-0.952538973226959	0.344546218245269	FALSE	TRUE	FALSE	FALSE	FALSE
DDHD1	0.0207169979832029	1.10553092236722e-29	0.213	0.115	0.00214722292352374	0.988788637201684	6.28310656826365	0.0254995441608223	0.979738932827364	TRUE	TRUE	FALSE	FALSE	FALSE
DDHD2	-0.00118035255677462	6.1203815069144e-19	0.144	0.079							TRUE	FALSE	FALSE	FALSE
DDI2	0.102258637239331	4.21111665612257e-55	0.245	0.115	0.0999778870878525	0.379442921115054	6.50288942165752	1.27942951518019	0.205543678767757	TRUE	TRUE	FALSE	FALSE	FALSE
DDIT3	-0.0738765167847285	1	0.06	0.042							FALSE	FALSE	FALSE	FALSE
DDIT4	-0.200284073633387	1	0.182	0.143							FALSE	FALSE	FALSE	FALSE
DDN	-0.058439234566735	0.00788378274648391	0.057	0.035							TRUE	FALSE	FALSE	FALSE
DDOST	0.00571233819855765	3.95748608426152e-14	0.09	0.046							TRUE	FALSE	FALSE	FALSE
DDR1	-0.0499400546469458	0.0565149531747196	0.065	0.043							FALSE	FALSE	FALSE	FALSE
DDRGK1	-0.171195796689033	1	0.086	0.07							FALSE	FALSE	FALSE	FALSE
DDT	-0.088599271633854	1	0.073	0.053							FALSE	FALSE	FALSE	FALSE
DDX1	-0.0316119463627782	1.7180361352627e-18	0.159	0.09							TRUE	FALSE	FALSE	FALSE
DDX10	0.099474511758572	8.98827572619764e-42	0.32	0.177	-0.0434171194043845	0.672936923918376	7.39898208044709	-0.655322668518517	0.514699779349964	FALSE	TRUE	FALSE	FALSE	FALSE
DDX17	0.0643156745013123	4.85515745135083e-26	0.804	0.558	-0.00823270083069849	0.898137583821621	9.46922587188977	-0.214001573013058	0.831252561001955	FALSE	TRUE	FALSE	FALSE	FALSE
DDX18	-0.0713893815134085	2.68902796239918e-20	0.19	0.108	-0.145439351820957	0.18584307121994	6.06911772462515	-1.81669789872635	0.0741286823228732	TRUE	TRUE	FALSE	FALSE	FALSE
DDX21	-0.0560860367777326	5.26988750002599e-23	0.181	0.1	-0.318575659862482	0.0121652215844094	6.36340596050996	-3.21242669142535	0.00209424243036887	TRUE	TRUE	TRUE	TRUE	TRUE
DDX23	0.00963640458391818	6.8366797839617e-12	0.072	0.037							TRUE	FALSE	FALSE	FALSE
DDX24	-0.335293529869249	1	0.367	0.281	-0.362446033439664	0.00011611496051346	7.44497527774101	-4.88712018076522	7.64031109728963e-06	TRUE	FALSE	TRUE	FALSE	FALSE
DDX27	-0.0566296335769098	8.75194155067865e-16	0.115	0.062							TRUE	FALSE	FALSE	FALSE
DDX31	0.0748188333604908	3.22401271732166e-30	0.102	0.043							TRUE	FALSE	FALSE	FALSE
DDX39A	-0.0145615498305463	1.44688767287268e-10	0.059	0.029							TRUE	FALSE	FALSE	FALSE
DDX3X	0.0899941404155995	1.52295255457487e-56	0.304	0.15	0.15727432814481	0.139625526325459	6.81998982991981	1.99774639977232	0.0501646225480798	TRUE	TRUE	FALSE	FALSE	FALSE
DDX3Y	0.0120745134574483	1.47713885714575e-28	0.153	0.076							TRUE	FALSE	FALSE	FALSE
DDX41	-0.0979445393978496	1	0.051	0.041							FALSE	FALSE	FALSE	FALSE
DDX42	-0.0555333243413289	3.59805080232217e-30	0.231	0.125	-0.11383637068344	0.32292491511964	6.64896071682465	-1.41807884675842	0.161206525113604	TRUE	TRUE	FALSE	FALSE	FALSE
DDX46	-0.11132615477192	6.24362161902227e-35	0.362	0.208	-0.207773776416733	0.0187837357094432	7.67067905972532	-3.01698650604666	0.00370785997025317	TRUE	TRUE	TRUE	TRUE	TRUE
DDX49	-0.0583543686828666	1.11371980632666e-05	0.067	0.039							TRUE	FALSE	FALSE	FALSE
DDX5	0.0548836258027508	1.9662795398424e-18	0.816	0.597	0.0571660309319352	0.437541072948666	9.36942327452621	1.1534144124937	0.253195790492355	TRUE	TRUE	FALSE	FALSE	FALSE
DDX50	-0.00485551020129349	7.40088813658563e-25	0.187	0.103	0.0244499827783347	0.842024183049228	6.27236665218286	0.329326914088254	0.743025675427271	FALSE	TRUE	FALSE	FALSE	FALSE
DDX51	0.0064368273569011	7.82872479248778e-08	0.057	0.03							TRUE	FALSE	FALSE	FALSE
DDX52	-0.0137809802971399	3.88374357717115e-28	0.142	0.069							TRUE	FALSE	FALSE	FALSE
DDX54	-0.0695731253296549	1	0.07	0.05							FALSE	FALSE	FALSE	FALSE
DDX55	-0.0584091815635265	1.17800018259412e-18	0.115	0.059							TRUE	FALSE	FALSE	FALSE
DDX56	0.00469494384760072	4.44959089156258e-12	0.074	0.037							TRUE	FALSE	FALSE	FALSE
DDX58	0.0723686149047818	6.32403502161962e-32	0.184	0.094	0.12742888938725	0.370756446259083	6.10080632634355	1.2971402818082	0.199419878898344	TRUE	TRUE	FALSE	FALSE	FALSE
DDX59	0.0273376630155861	1.56766402448207e-22	0.093	0.042							TRUE	FALSE	FALSE	FALSE
DDX6	0.131060901028402	5.95423262545406e-81	0.424	0.206	0.129296850100134	0.0674404399818594	7.50278527841121	2.41464188407201	0.0187341939985705	TRUE	TRUE	FALSE	FALSE	FALSE
DDX60	0.0037410154553511	4.0873109145741e-21	0.166	0.092							TRUE	FALSE	FALSE	FALSE
DDX60L	0.102249431585038	6.77515329926057e-47	0.352	0.191	0.209854367513662	0.0173762832644594	6.95001227353766	3.05330779645412	0.00333973426596646	TRUE	TRUE	TRUE	TRUE	TRUE
DEAF1	-0.0472117851251418	5.53766555084259e-26	0.215	0.119	-0.182097872650457	0.0896110523353827	6.25520791584576	-2.26260903305196	0.0271964173116821	TRUE	TRUE	FALSE	FALSE	FALSE
DECR1	0.0745314389105926	1.88811814937238e-49	0.204	0.093	0.154512096862596	0.236717199589916	6.11381816826279	1.6521242183503	0.103597733867966	TRUE	TRUE	FALSE	FALSE	FALSE
DEDD	0.0321513266751973	5.22564551349896e-16	0.056	0.023							TRUE	FALSE	FALSE	FALSE
DEDD2	-0.0326286675693281	5.46430911022554e-10	0.066	0.034							TRUE	FALSE	FALSE	FALSE
DEF6	0.0709671620031035	1.88750246503564e-44	0.272	0.141	-0.0703677200170715	0.485417606661413	6.87438922267863	-1.04963723682945	0.297985253566443	FALSE	TRUE	FALSE	FALSE	FALSE
DEF8	-0.0420361319776336	5.52336113750396e-13	0.103	0.056							TRUE	FALSE	FALSE	FALSE
DEGS1	0.0449386681497825	3.83005125958016e-38	0.161	0.074							TRUE	FALSE	FALSE	FALSE
DEK	0.0426864863669738	1.2375476264535e-54	0.293	0.144	0.0251738856219258	0.838246590667201	6.77251583634687	0.336610689592126	0.737554383525081	TRUE	TRUE	FALSE	FALSE	FALSE
DELE1	0.129974766507367	2.85783492232259e-77	0.277	0.119	0.199190261704976	0.0449087749441205	6.67284405722153	2.62214395483949	0.0109952624193715	TRUE	TRUE	TRUE	TRUE	TRUE
DENND1A	0.141482341940566	2.24199650183459e-40	0.709	0.469	0.0804582695231764	0.200527882020575	8.86958972966518	1.76516494991999	0.0824920871459291	TRUE	TRUE	FALSE	FALSE	FALSE
DENND1B	-0.00358867556598824	4.30283267456578e-18	0.126	0.068							TRUE	FALSE	FALSE	FALSE
DENND1C	0.019173623188113	3.76231431864956e-26	0.122	0.058							TRUE	FALSE	FALSE	FALSE
DENND3	0.201388232539313	2.91409258701531e-44	0.736	0.5	0.155166411582305	0.00943707806213344	8.93924301304233	3.31521704494297	0.00153794768724898	TRUE	TRUE	TRUE	TRUE	TRUE
DENND4A	0.127511038344803	5.49637195145642e-51	0.705	0.435	0.0783452288253567	0.162318108377859	8.94797729040367	1.90607017204129	0.0613091350440218	TRUE	TRUE	FALSE	FALSE	FALSE
DENND4B	0.0613171587544402	4.03701925358987e-49	0.283	0.142	0.0463045387493329	0.689687334919307	6.62224149166221	0.62588592035615	0.533701841556961	TRUE	TRUE	FALSE	FALSE	FALSE
DENND4C	0.139642910773381	3.25930611574186e-68	0.452	0.236	0.0912815701799189	0.286029162122074	7.6094434601133	1.50569029910212	0.137257189261667	TRUE	TRUE	FALSE	FALSE	FALSE
DENND5A	0.0355845209377363	3.01005651792019e-43	0.491	0.285	-0.0213635782793125	0.817688587608138	8.01757645667854	-0.37656935388071	0.707787571115027	FALSE	TRUE	FALSE	FALSE	FALSE
DENND5B	-0.113472897800035	1.01584790162794e-10	0.286	0.193	-0.139821657457143	0.219495520114482	6.99715326980475	-1.70514404896726	0.0932058252972744	TRUE	TRUE	FALSE	FALSE	FALSE
DENND6A	0.100173573880296	8.50695668530234e-54	0.304	0.153	0.0979618178055035	0.283210588430892	6.96052499904084	1.51342598878394	0.135285241553446	TRUE	TRUE	FALSE	FALSE	FALSE
DENND6A-AS1	-0.0148582131758473	3.05524314255141e-05	0.056	0.032							TRUE	FALSE	FALSE	FALSE
DENND6B	-0.114087571471534	1	0.051	0.04							FALSE	FALSE	FALSE	FALSE
DENR	0.0607489504752907	1.59554043881428e-38	0.221	0.113	0.136509267192248	0.266927607629318	6.22708133992003	1.56108411684307	0.123626762421536	TRUE	TRUE	FALSE	FALSE	FALSE
DEPTOR	0.183630747437983	4.11875402826373e-58	0.45	0.254	0.109799062922605	0.240902256773932	7.95768800525148	1.63998544280706	0.106105125592599	TRUE	TRUE	FALSE	FALSE	FALSE
DERA	0.157073428645673	3.24841492296813e-62	0.233	0.103	0.238760703983104	0.050177378749775	6.51695720140381	2.56644058462585	0.0127203046358777	TRUE	TRUE	FALSE	FALSE	FALSE
DERL1	0.00364284284264405	3.54123436218179e-19	0.109	0.055							TRUE	FALSE	FALSE	FALSE
DERL2	-0.00796656680214045	7.25134179541613e-17	0.075	0.034							TRUE	FALSE	FALSE	FALSE
DESI1	-0.0385333464398831	2.84128733832014e-09	0.071	0.038							TRUE	FALSE	FALSE	FALSE
DESI2	0.0988513184182409	8.3057001765946e-44	0.153	0.065							TRUE	FALSE	FALSE	FALSE
DEXI	0.00991924375022735	1.92446301781948e-20	0.114	0.057							TRUE	FALSE	FALSE	FALSE
DFFA	0.0238102041042976	9.90820260864915e-19	0.088	0.042							TRUE	FALSE	FALSE	FALSE
DFFB	0.010854383827496	2.27372064073567e-11	0.058	0.027							TRUE	FALSE	FALSE	FALSE
DGAT1	-0.0360631641782755	0.00012832519782213	0.069	0.042							TRUE	FALSE	FALSE	FALSE
DGCR2	0.0297203817926409	1.32214824091087e-36	0.216	0.111	0.0242108946097928	0.880097088213413	6.30296671192845	0.254302350821838	0.800108905203419	TRUE	TRUE	FALSE	FALSE	FALSE
DGCR8	0.0181779895009554	3.46608036827076e-18	0.085	0.04							TRUE	FALSE	FALSE	FALSE
DGKA	0.0198781815697643	3.57743291050443e-32	0.167	0.082							TRUE	FALSE	FALSE	FALSE
DGKB	-0.389835673286686	1	0.211	0.186	-0.620868746907218	4.22871218740456e-07	6.23553059906302	-6.60553470345389	1.05690842735437e-08	TRUE	FALSE	TRUE	FALSE	FALSE
DGKD	0.10141485255855	6.23659208127888e-57	0.222	0.099	0.116824232505075	0.271722474603626	6.46105629996766	1.5468332148529	0.127025579175834	TRUE	TRUE	FALSE	FALSE	FALSE
DGKE	-0.0748810488048404	8.75800656797437e-14	0.169	0.102							TRUE	FALSE	FALSE	FALSE
DGKG	-0.172894195535145	1	0.106	0.079							FALSE	FALSE	FALSE	FALSE
DGKH	0.0273000387505947	3.94406158895464e-17	0.132	0.073							TRUE	FALSE	FALSE	FALSE
DGKI	-0.256149125453747	1	0.159	0.131	-0.524793302349068	0.000367920304846881	5.88409522375984	-4.50329407098095	3.0401983874111e-05	TRUE	FALSE	TRUE	FALSE	FALSE
DGKZ	-0.0405152246283018	1.98536447430469e-31	0.306	0.174	-0.0384814315267259	0.760660912169536	6.92393014726734	-0.487027628551262	0.627967195279977	TRUE	TRUE	FALSE	FALSE	FALSE
DGLUCY	0.0990409982583813	5.71399167258782e-49	0.282	0.144	0.0585612584846265	0.627748172485973	6.96087213458327	0.745434680903395	0.458843729238663	TRUE	TRUE	FALSE	FALSE	FALSE
DGUOK	0.0766010016128024	3.61671102069106e-36	0.153	0.07							TRUE	FALSE	FALSE	FALSE
DHCR24	-0.137538873218824	1	0.064	0.05							FALSE	FALSE	FALSE	FALSE
DHDDS	0.0935024913131373	2.74922405212532e-37	0.113	0.045							TRUE	FALSE	FALSE	FALSE
DHFR	-0.270510316394411	4.22860785160749e-09	0.33	0.23	-0.361957141544164	0.000967978089847688	7.84953368621206	-4.17123767907236	9.65262517547682e-05	TRUE	TRUE	TRUE	TRUE	TRUE
DHPS	-0.0325199779205424	0.00023058598533366	0.06	0.035							TRUE	FALSE	FALSE	FALSE
DHRS1	0.0135657690973534	3.52492540450901e-14	0.064	0.029							TRUE	FALSE	FALSE	FALSE
DHRS3	0.0782028246943711	2.25475398328323e-43	0.365	0.204	0.0722324587638822	0.453047645998646	7.26697818322347	1.11491525843172	0.269217295377925	TRUE	TRUE	FALSE	FALSE	FALSE
DHRS4-AS1	-0.0142196111507837	7.48684492823177e-10	0.059	0.029							TRUE	FALSE	FALSE	FALSE
DHRS4L2	-0.119058878010624	3.05760035304192e-05	0.096	0.061							TRUE	FALSE	FALSE	FALSE
DHRS7	-0.0104354386962099	1.4548275546931e-19	0.089	0.042							TRUE	FALSE	FALSE	FALSE
DHRS7B	0.0548480603101096	2.8054112404754e-23	0.144	0.076							TRUE	FALSE	FALSE	FALSE
DHRS9	0.100958189936511	5.15653828899085e-42	0.142	0.06							TRUE	FALSE	FALSE	FALSE
DHRSX	0.108992911533276	9.80665295377827e-65	0.432	0.229	0.00963227152685487	0.928258420521768	7.84477542107074	0.150236423713268	0.881068904325538	TRUE	TRUE	FALSE	FALSE	FALSE
DHTKD1	0.0317254479028456	1.69627222517442e-39	0.224	0.113	-0.0342739358802601	0.793649043094521	6.66900188576886	-0.423762254332544	0.673215179120728	FALSE	TRUE	FALSE	FALSE	FALSE
DHX15	0.10425721818018	4.34869304620044e-65	0.288	0.134	0.130296618966291	0.222510825758037	6.71421220411477	1.69418412230457	0.0952807131975886	TRUE	TRUE	FALSE	FALSE	FALSE
DHX16	0.0422333778588285	1.38239897518367e-17	0.064	0.027							TRUE	FALSE	FALSE	FALSE
DHX29	-0.0295959170716111	4.86822392573351e-28	0.185	0.097	-0.0593639556072137	0.669947646748904	6.20928209915452	-0.66077929652866	0.511217383084091	TRUE	TRUE	FALSE	FALSE	FALSE
DHX30	-0.0653228826804675	1.42530692721448e-12	0.172	0.106							TRUE	FALSE	FALSE	FALSE
DHX32	0.0503087620173197	2.93027358584861e-35	0.197	0.099	0.0682917704448981	0.583369080609558	6.27652427735629	0.838519120966033	0.404981034791945	TRUE	TRUE	FALSE	FALSE	FALSE
DHX34	-0.0465902454420003	3.20593031005295e-30	0.164	0.082	-0.089836771064233	0.55664922267744	6.19257362696489	-0.896274062253993	0.373595421552333	TRUE	TRUE	FALSE	FALSE	FALSE
DHX35	0.0401956805665345	9.32539662602691e-29	0.125	0.058							TRUE	FALSE	FALSE	FALSE
DHX36	-0.0507402391404692	2.25170855712549e-43	0.344	0.186	-0.135246769321688	0.152001519022313	7.38768889796047	-1.94956027904982	0.05578428611913	TRUE	TRUE	FALSE	FALSE	FALSE
DHX37	0.0106885571126881	1.11094925569975e-10	0.057	0.027							TRUE	FALSE	FALSE	FALSE
DHX38	0.0364967062621899	3.39563037098463e-24	0.093	0.041							TRUE	FALSE	FALSE	FALSE
DHX40	0.0123710879374484	6.19119740879324e-18	0.1	0.05							TRUE	FALSE	FALSE	FALSE
DHX57	-0.0218150815462315	4.06225061958156e-18	0.13	0.07							TRUE	FALSE	FALSE	FALSE
DHX8	0.0416303806373158	7.51890728211965e-26	0.106	0.048							TRUE	FALSE	FALSE	FALSE
DHX9	0.0591987820617098	1.03312942522669e-54	0.327	0.166	0.0728543154768393	0.460974647971564	7.0882142409542	1.09952843696519	0.275815922433261	TRUE	TRUE	FALSE	FALSE	FALSE
DIAPH1	0.0830362093290201	1.25687355632184e-34	0.133	0.059							TRUE	FALSE	FALSE	FALSE
DIAPH2	0.214420085546603	1.63389033076022e-44	0.892	0.673	0.0816905213098957	0.102444160641554	10.4643413435364	2.18863266644161	0.0324236682877247	TRUE	TRUE	FALSE	FALSE	FALSE
DIAPH2-AS1	0.00579775353244083	3.38833478798604e-17	0.109	0.057							TRUE	FALSE	FALSE	FALSE
DICER1	0.0673300761782065	2.03332882175784e-49	0.435	0.244	0.0710298077737238	0.369215851749669	7.61135800205793	1.30039725322595	0.198308743632951	TRUE	TRUE	FALSE	FALSE	FALSE
DIDO1	0.134242332816204	1.20942732004766e-74	0.328	0.152	0.141118594690131	0.0629948541095635	7.01914952281105	2.44953862965867	0.0171613342544819	TRUE	TRUE	FALSE	FALSE	FALSE
DIMT1	0.0323947039754997	8.61539794838285e-17	0.052	0.02							TRUE	FALSE	FALSE	FALSE
DIP2A	0.157436111240093	2.84451225572546e-50	0.694	0.435	0.0593688629528927	0.26523378696431	8.9263184611714	1.56669607862551	0.122308438787119	TRUE	TRUE	FALSE	FALSE	FALSE
DIP2B	0.284380729862919	3.39765056686415e-66	0.855	0.598	0.179579719594019	0.00161405468492583	9.89531142473158	3.9885278717291	0.000179064980347548	TRUE	TRUE	TRUE	TRUE	TRUE
DIP2C	-0.165048121353949	6.46652694213522e-09	0.28	0.191	-0.294165500312997	0.00410322205689937	7.11295149502409	-3.63872862400848	0.000561956196009936	TRUE	TRUE	TRUE	TRUE	TRUE
DIRAS1	-0.140061175178889	1	0.082	0.07							FALSE	FALSE	FALSE	FALSE
DIRAS2	-0.127827388513536	0.0301470377582459	0.118	0.083							TRUE	FALSE	FALSE	FALSE
DIRC2	0.0875119833129842	5.21636732795315e-49	0.227	0.108	0.0806893965357043	0.532020385088528	6.4894937923627	0.95326685471554	0.344180349564783	TRUE	TRUE	FALSE	FALSE	FALSE
DIRC3	-0.0677872194944707	1	0.054	0.04							FALSE	FALSE	FALSE	FALSE
DIS3	0.023551811280792	1.94319414226274e-20	0.116	0.059							TRUE	FALSE	FALSE	FALSE
DIS3L	0.0744124251158759	2.09363255595542e-40	0.16	0.072							TRUE	FALSE	FALSE	FALSE
DIS3L2	0.0789196740626694	3.35946613921495e-55	0.379	0.201	0.0340399841233728	0.759364804082563	7.56221371983776	0.489097041256008	0.626509854936774	TRUE	TRUE	FALSE	FALSE	FALSE
DISC1	0.234814884259799	4.04944017594313e-57	0.838	0.594	0.0800114072724891	0.0974310082680635	10.0495221462411	2.21676447178461	0.0303400308837811	TRUE	TRUE	FALSE	FALSE	FALSE
DISP1	0.0298423629898816	9.40381388482541e-19	0.075	0.033							TRUE	FALSE	FALSE	FALSE
DIXDC1	-0.0742106688709478	1	0.07	0.05							FALSE	FALSE	FALSE	FALSE
DKC1	-0.00440995548362094	1.51988635341698e-12	0.069	0.034							TRUE	FALSE	FALSE	FALSE
DKK3	-0.271582533076023	1	0.21	0.174							FALSE	FALSE	FALSE	FALSE
DLAT	-0.028208200303312	0.00669161915311742	0.056	0.034							TRUE	FALSE	FALSE	FALSE
DLC1	-0.0569804651407583	6.51672357224625e-12	0.119	0.069							TRUE	FALSE	FALSE	FALSE
DLD	-0.0134493732124732	1.45422562698332e-16	0.12	0.065							TRUE	FALSE	FALSE	FALSE
DLEU2	0.304244660924346	9.5685308029362e-80	0.788	0.504	0.218040027094502	0.000634050702369649	9.5063769552599	4.31480803843773	5.8861121056504e-05	TRUE	TRUE	TRUE	TRUE	TRUE
DLEU7	0.0395824853403548	2.35065440866264e-38	0.257	0.136							TRUE	FALSE	FALSE	FALSE
DLEU7-AS1	0.0653290361336785	2.35029862885134e-38	0.55	0.348	-0.0251392134904156	0.782677323444933	8.38311512887146	-0.449669982180711	0.654526636974225	FALSE	TRUE	FALSE	FALSE	FALSE
DLG1	-0.0192683214463201	5.11572872321924e-29	0.527	0.329	-0.0772368464851338	0.279194560331205	8.12442790898306	-1.52442229542601	0.132520783723831	TRUE	TRUE	FALSE	FALSE	FALSE
DLG2	-0.463626478033399	2.1279999098681e-11	0.713	0.63	-0.519336022553492	2.61055309348485e-09	9.46352243300099	-8.14349752614475	2.33025652313108e-11	TRUE	TRUE	TRUE	TRUE	TRUE
DLG3	-0.0714099175409853	1	0.06	0.045							FALSE	FALSE	FALSE	FALSE
DLG4	-0.0771776568638468	2.61407041700969e-18	0.133	0.071							TRUE	FALSE	FALSE	FALSE
DLGAP1	-0.617257143640285	2.05473759865929e-09	0.5	0.461	-0.703860901165123	2.85828250755291e-10	8.15839986630715	-8.79671199790887	1.74952257539581e-12	TRUE	TRUE	TRUE	TRUE	TRUE
DLGAP2	-0.431295769184787	1	0.262	0.227	-0.708830169048639	1.46822279251949e-10	7.02500142016324	-9.01207291359816	7.48902215006117e-13	TRUE	FALSE	TRUE	FALSE	FALSE
DLGAP4	-0.0571500503501944	2.32899676521607e-21	0.224	0.13	-0.0271274268929399	0.83843261022514	6.32910019190398	-0.335537663727305	0.738359551927418	TRUE	TRUE	FALSE	FALSE	FALSE
DLGAP4-AS1	0.0372122855115357	2.34455517428214e-13	0.072	0.035							TRUE	FALSE	FALSE	FALSE
DLST	0.0602233801848743	4.71939824943583e-35	0.141	0.063							TRUE	FALSE	FALSE	FALSE
DMAC1	-0.121422967371201	1	0.058	0.046							FALSE	FALSE	FALSE	FALSE
DMAP1	-0.132363011474866	0.123033628225587	0.086	0.06							FALSE	FALSE	FALSE	FALSE
DMD	-0.485465657218881	1	0.281	0.253	-0.729416988251326	4.10293020496857e-10	7.05890569719526	-8.66619493038225	2.92991700431318e-12	TRUE	FALSE	TRUE	FALSE	FALSE
DMTF1	0.118913830744539	1.18596945104298e-72	0.413	0.207	0.100135983603979	0.219633796447389	7.47755867691563	1.70407829547175	0.0934059452245104	TRUE	TRUE	FALSE	FALSE	FALSE
DMTN	-0.215010622159831	1	0.112	0.096							FALSE	FALSE	FALSE	FALSE
DMXL1	-0.00870068949025415	1.25033214056233e-38	0.429	0.249	-0.0489802094384732	0.586266799178593	7.67545609013533	-0.833041701439788	0.408039299912874	TRUE	TRUE	FALSE	FALSE	FALSE
DMXL2	-0.00797964689242559	6.6319464722463e-29	0.404	0.246	-0.0435986085305422	0.677304030398024	7.4378355317384	-0.645000077586999	0.52132200044408	TRUE	TRUE	FALSE	FALSE	FALSE
DNAAF4	0.00678769959038639	1.6137250109763e-14	0.092	0.048							TRUE	FALSE	FALSE	FALSE
DNAAF5	0.010501443081115	2.86989176046874e-11	0.054	0.025							TRUE	FALSE	FALSE	FALSE
DNAH1	-0.0541162091621493	1.29397665907503e-16	0.108	0.057							TRUE	FALSE	FALSE	FALSE
DNAJA1	-0.018325663325409	8.05460671897192e-20	0.274	0.171	0.0470292086529717	0.741379517346701	6.11941668586668	0.523915416451863	0.602217230999552	FALSE	TRUE	FALSE	FALSE	FALSE
DNAJA2	-0.0743787382990022	0.064066726294765	0.073	0.049							FALSE	FALSE	FALSE	FALSE
DNAJA3	0.0593796005798085	1.31805554294055e-24	0.089	0.039							TRUE	FALSE	FALSE	FALSE
DNAJA4	-0.0662878885720396	2.46445444345674e-08	0.132	0.085							TRUE	FALSE	FALSE	FALSE
DNAJB1	-0.207711314185046	8.17844449658595e-07	0.145	0.097							TRUE	FALSE	FALSE	FALSE
