Rank	Term	P_value	Z_score	Combined_score	Overlapping_genes	Adjusted_p_value	Old_p_value	Old_adjusted_p_value	Library	Query_label	TF	neglog10_adjP
609	RUNX1 27514584 ChIP-Seq MCF-7 Human BreastCancer	0.5660946242975557	0.9900579696844553	0.5633370780788304	DOCK4;RBM47;SPRED1;PRKCH;RANBP9;NPL;RAF1	0.6609085022587228	0	0	ChEA_2022	primary_candidate	RUNX1	0.17985866111141904
610	SOX2 16153702 ChIP-ChIP HESCs Human	0.5680008217447076	1.0039407313997477	0.5678614189410985	SPRED1;CDK6;SLC9A9;FBXO11	0.6620468594434215	0	0	ChEA_2022	primary_candidate	SOX2	0.1791112702619997
611	KAP1 22055183 ChIP-Seq ESCs Mouse	0.5725259485012871	0.9905640595512686	0.5524348219344091	WSB1;CDK6;GNAQ;DIP2B;RAF1	0.6655589832119506	0	0	ChEA_2022	primary_candidate	KAP1	0.176813450409642
612	MYCN 19997598 ChIP-ChIP NEUROBLASTOMA Human	0.5728862133976284	1.1863876863876863	0.6608988084033616	CALCR	0.6655589832119506	0	0	ChEA_2022	primary_candidate	MYCN	0.176813450409642
613	TCF21 26020271 ChIP-Seq SMOOTH MUSCLE Human	0.5741705146191294	0.9805541399565486	0.5440397385632975	SH3RF3;PHC2;CHST11;TCF12;PELI1;TBC1D12;GAB2;PLD1	0.665962864427734	0	0	ChEA_2022	primary_candidate	TCF21	0.17654998738190522
614	ZFP42 18358816 ChIP-ChIP MESCs Mouse	0.5760929531611518	0.9864243943191312	0.5439994943635637	MKLN1;DOCK4;SPRED1;WSB1;RAF1	0.6670994291408469	0	0	ChEA_2022	primary_candidate	ZFP42	0.17580943098748006
615	SA1 27219007 Chip-Seq Bcells Human	0.5770269323792135	0.9779264214046822	0.5377288191896535	PHC2;CEBPB;RAP1A;MAML2;CHST11;KCNK13;ST6GALNAC3;C1QC	0.6670994291408469	0	0	ChEA_2022	primary_candidate	SA1	0.17580943098748006
616	AUTS2 25519132 ChIP-Seq 293T-REX Human	0.5799410441564966	0.9883540372670807	0.5384837723803597	MBNL1;NPL;SOCS6;TLR2	0.6693800038884239	0	0	ChEA_2022	primary_candidate	AUTS2	0.17432726528362782
617	FOXP1 21924763 ChIP-Seq HESCs Human	0.5813387127616659	0.973317543167098	0.527948565768179	CX3CR1;PHC2;DOCK4;CEBPB;MAML2;USP53;RANBP9;FOXN3;TGFBR1;CHST11;BMP2K;MAML3;IL6ST;RAF1;PICALM;IL13RA1	0.6699057127610121	0	0	ChEA_2022	primary_candidate	FOXP1	0.1739863186561227
618	LDB1 21186366 ChIP-Seq BM-HSCs Mouse	0.5828183685087863	0.9736453721273456	0.5256513592101213	MEF2A;ENTPD1;PRKCH;BNC2;GNAQ;PDK4;NPL	0.6705240453232153	0	0	ChEA_2022	primary_candidate	LDB1	0.17358564351865427
619	CIITA 25753668 ChIP-Seq RAJI Human	0.5863386421703629	1.020931449502878	0.5450321855814877	MKLN1;PICALM	0.6734842885026302	0	0	ChEA_2022	primary_candidate	CIITA	0.17167253133847168
620	TBP 23326641 ChIP-Seq C3H10T1-2 Mouse	0.5887047346216595	0.9880521608520516	0.5235001906426853	ZEB2;CEBPB;SRGAP2	0.6751113972838708	0	0	ChEA_2022	primary_candidate	TBP	0.1706245601555846
621	ESR1 26153859 ChIP-Seq T47D Human Breast Carcinoma	0.5955345806049431	0.9613052051940321	0.49824047152584866	RBM47;RAP1A;BLNK;RAF1;PIK3AP1;ARHGAP24;MED13L	0.6818439401129059	0	0	ChEA_2022	primary_candidate	ESR1	0.16631501493805428
622	AR 27270436 ChIP-Seq LNCaP Human Prostate Carcinoma	0.6000614365231335	1.1004520341536916	0.5620264226281814	PIK3AP1	0.6859223173118134	0	0	ChEA_2022	primary_candidate	AR	0.16372506661564248
623	ZFP281 18757296 ChIP-ChIP E14 Mouse	0.6058644413496725	0.9513586415795175	0.47672487542788144	WSB1;B4GALT1;KCNK13;PLXDC2;RREB1;TGFBR1;ETV6	0.6914440093091769	0	0	ChEA_2022	primary_candidate	ZFP281	0.16024298176228569
624	SPI1 26923725 Chip-Seq MACROPHAGESS Mouse	0.6080607648692515	0.9492520188870747	0.4722343308131895	MAML2;GNAQ;ANKRD44;HCLS1;CPVL;SAMSN1;ETV6	0.6923053243482556	0	0	ChEA_2022	primary_candidate	SPI1	0.15970232832475423
625	KLF4 26769127 Chip-Seq PDAC-Cell Line Human	0.608566565003741	0.9492319708409268	0.4714350906557538	PHC2;RBM47;MAML2;MAML3;TBC1D12;DIP2B;PIK3AP1;C1QC	0.6923053243482556	0	0	ChEA_2022	primary_candidate	KLF4	0.15970232832475423
626	FLI1 26923725 Chip-Seq MACROPHAGESS Mouse	0.6109795834899829	0.9464566005075621	0.4663113448701863	CX3CR1;SPRED1;GNB4;RANBP9;HCLS1;TAB2;IL6ST	0.6939400700660988	0	0	ChEA_2022	primary_candidate	FLI1	0.15867803439160297
627	TCFCP2L1 18555785 ChIP-Seq MESCs Mouse	0.620388723646386	0.937475917322806	0.4475594625116317	LYN;PRKCH;B4GALT1;RNF13;DOCK8;BMP2K;PELI1	0.703503002412409	0	0	ChEA_2022	primary_candidate	TCFCP2L1	0.15273404474187346
628	CTCF 33576154 ChIP-Seq Human PerigastricLN ProstateCancer	0.6257559627978889	0.9379282586451873	0.43969590887860904	SH3RF3;DOCK4;CEBPB;PRKCH;CDK6;ELMO1;DIP2B;FBXO11;RHOQ;PAG1;C1QC	0.7084316092442512	0	0	ChEA_2022	primary_candidate	CTCF	0.14970206942705763
629	E2F1 21310950 ChIP-Seq MCF-7 Human	0.6267278230866863	0.9292544886807181	0.434187586806388	LYN;MBNL1;RANBP9;PLD1	0.7084316092442512	0	0	ChEA_2022	primary_candidate	E2F1	0.14970206942705763
630	SMAD1 18555785 ChIP-Seq MESCs Mouse	0.6444524095870295	0.9153578482084078	0.4021664067921038	SLC9A9;IL6ST	0.7273105765339334	0	0	ChEA_2022	primary_candidate	SMAD1	0.1382800968821245
631	NOTCH1 21737748 ChIP-Seq TLL Human	0.6546682985567409	0.9470899470899471	0.4012124809539374	CX3CR1	0.7376690337144893	0	0	ChEA_2022	primary_candidate	NOTCH1	0.13213844721695245
632	AR 27623747 ChIP-Seq 22Rv1 Mouse Prostate Carcinoma	0.6597086735912209	0.9156045186575766	0.3808520584626545	P2RY12;DOCK4;MBNL1;BNC2;IFNGR1;ANKRD44;WNT5A;SPRED1;MGAT4A;ELMO1;GNB4;MAML3;RAF1	0.7421722577901235	0	0	ChEA_2022	primary_candidate	AR	0.12949528350090228
633	MYCN 28898695 ChIP-Seq NB1643 Human Nerve Neuroblastoma	0.6635998716104006	0.9059593171828683	0.3715120951676393	ZEB2;MBNL1;SPRED1;FAM135A;FAM13A;TCF12;ELMO1;TBC1D9;NPL;ARHGAP24	0.7453704719036253	0	0	ChEA_2022	primary_candidate	MYCN	0.12762781596013004
634	TP53 20018659 ChIP-ChIP R1E Mouse	0.6718507961795477	0.8745395948434622	0.34782100665511856	ZEB2;WNT5A;KCNK13;PLXDC2	0.7528707311619871	0	0	ChEA_2022	primary_candidate	TP53	0.12327958629926332
635	TCF21 26020271 ChIP-Seq HCASMC Human CoronaryArtery	0.6723950974512825	0.8791908597115564	0.34895891316329936	MBNL1;CHST11;GAB2;PLD1;ARHGAP24	0.7528707311619871	0	0	ChEA_2022	primary_candidate	TCF21	0.12327958629926332
636	MYC 19030024 ChIP-ChIP MESCs Mouse	0.6787858957641518	0.9016751786708271	0.3493536188044481	UVRAG;B4GALT1;USP53;RNF13;WNT5A;FOXN3;ETV6;ZEB2;SPRED1;RAF1;SRGAP2;SOCS6;PICALM	0.7588314023401131	0	0	ChEA_2022	primary_candidate	MYC	0.11985470522032593
637	SIN3A 21632747 ChIP-Seq MESCs Mouse	0.6835740053935836	0.860582154515778	0.3273829683073478	MKLN1;DOCK4;TBC1D12;PIK3AP1	0.7629844863969198	0	0	ChEA_2022	primary_candidate	SIN3A	0.11748429237370077
638	VDR 33458620 ChIP-Seq PrimaryEpithelial Human Prostate	0.6911982018612208	0.8589162200540515	0.31722237915546836	PRKCH;CHST11;TBC1D12;TM6SF1;ARHGAP24	0.7673145821215199	0	0	ChEA_2022	primary_candidate	VDR	0.11502654834594486
639	PDX1 19855005 ChIP-ChIP MIN6 Mouse	0.6915899898052408	0.836390252303453	0.30842894158725337	BLNK;RHOQ	0.7673145821215199	0	0	ChEA_2022	primary_candidate	PDX1	0.11502654834594486
640	CTCF 20526341 ChIP-Seq ESCs Human	0.6917398226080714	0.8703432171174107	0.32076096554905964	FAM135A;SLC9A9;TCF12;HCLS1;RAF1;RIN2;C1QC	0.7673145821215199	0	0	ChEA_2022	primary_candidate	CTCF	0.11502654834594486
641	POU2F1 27270436 ChIP-Seq VCaP Human Prostate Carcinoma	0.6917702491419048	0.850870111230714	0.3135468173387097	LYN;MBNL1;BMP2K;HNRNPC	0.7673145821215199	0	0	ChEA_2022	primary_candidate	POU2F1	0.11502654834594486
642	CREB1 20920259 ChIP-Seq GC1-SPG Mouse	0.6943965686077317	0.8844170197089704	0.3225575506536262	SH3RF3;UVRAG;CEBPB;WSB1;USP53;DOCK8;BMP2K;PELI1;PTPRJ;DIP2B;PIK3AP1	0.7678676101680767	0	0	ChEA_2022	primary_candidate	CREB1	0.11471365123112306
643	YY1 26981420 ChIP-Seq C2C12 Mouse Muscle	0.6944287951309048	0.8727965468181051	0.31827891906236444	WASHC4;MEF2A;MKLN1;BLNK;HNRNPC;RAF1;FBXO11;RREB1	0.7678676101680767	0	0	ChEA_2022	primary_candidate	YY1	0.11471365123112306
644	BCAT 22108803 ChIP-Seq LS180 Human	0.6982049496543749	0.8256802721088435	0.2966195237348932	SPRED1;SLC9A9	0.7708442844786654	0	0	ChEA_2022	primary_candidate	BCAT	0.11303334337794867
645	SMAD2/3 21741376 ChIP-Seq ESCs Human	0.7049554763413961	0.8579707232103976	0.29996426673500204	PTPRC;DOCK8;SRGAP2;RHOQ;MED13L;IL13RA1;TLR2	0.7767070141526027	0	0	ChEA_2022	primary_candidate	SMAD2/3	0.10974277287557246
646	KLF4 18555785 ChIP-Seq MESCs Mouse	0.7057000438010989	0.862788144895719	0.3007377487832077	MEF2A;UVRAG;MKLN1;CHST11;RNF13;B3GNT5;PTPRJ;RREB1	0.7767070141526027	0	0	ChEA_2022	primary_candidate	KLF4	0.10974277287557246
647	BCL3 23251550 ChIP-Seq MUSCLE Mouse	0.7076074805719766	0.8215152640146215	0.2841339888173035	SPRED1;RNF13;HNRNPC	0.7776026563936249	0	0	ChEA_2022	primary_candidate	BCL3	0.10924226447179915
648	NCOR1 26117541 ChIP-Seq K562 Human	0.7165963478664295	0.8470522803114572	0.2822738793224741	PTPRC;B4GALT1;TAB2;NPL;IL6ST;TGFBR1;PICALM	0.7862654372423323	0	0	ChEA_2022	primary_candidate	NCOR1	0.10443081468709392
649	FOXO3 22982991 ChIP-Seq MACROPHAGES Mouse	0.721407134060079	0.8425310984608897	0.2751298962602489	DOCK8;PTPRJ;HNRNPC;NPL;PIK3AP1;FBXO11;WDFY4	0.7903243024910881	0	0	ChEA_2022	primary_candidate	FOXO3	0.10219466328980252
650	RUNX1 22343733 ChIP-Seq PBMC Human BoneMarrow	0.727490269511986	0.7951982287414378	0.2529960183343163	FAM13A;RIN2;ARHGAP24	0.7957624332661879	0	0	ChEA_2022	primary_candidate	RUNX1	0.09921656708746342
651	OCT4 18692474 ChIP-Seq MEFs Mouse	0.7308666245662132	0.8336204196680238	0.26136025188422646	LYN;ENTPD1;RNF13;WNT5A;GNB4;PTPRJ;IL6ST	0.7970801125065728	0	0	ChEA_2022	primary_candidate	OCT4	0.09849802656997499
652	RXRA 24833708 ChIP-Seq LIVER Mouse	0.7309370370665056	0.8256749508313964	0.25878961178458226	RBM47;FAM135A;ANKRD44;PELI1;PLD1;RREB1	0.7970801125065728	0	0	ChEA_2022	primary_candidate	RXRA	0.09849802656997499
653	TP53 22127205 ChIP-Seq IMR90 Human	0.7423130690692462	0.7757090162273176	0.23114902972660026	MKLN1;SCIN;FOXN3	0.8079611958412231	0	0	ChEA_2022	primary_candidate	TP53	0.09260949669659363
654	NELFA 20434984 ChIP-Seq ESCs Mouse	0.7431879354151334	0.8133889737862936	0.24141899203125683	WSB1;B4GALT1;USP53;PELI1;RAF1;SRGAP2	0.8079611958412231	0	0	ChEA_2022	primary_candidate	NELFA	0.09260949669659363
655	MYC 19079543 ChIP-ChIP MESCs Mouse	0.7519998726152409	0.7801040634291377	0.22234457712046934	UVRAG;CDK6;IL6ST;TM6SF1	0.8162929914953226	0	0	ChEA_2022	primary_candidate	MYC	0.08815393223753225
656	OLIG2 29049317 ChIP-Seq Mouse SpinalCord	0.7538764711115464	0.8026182113726742	0.2267611194156031	MEF2A;FGD4;SPRED1;SLC9A9;PELI1;RHOQ	0.8170825776833985	0	0	ChEA_2022	primary_candidate	OLIG2	0.08773404968553378
657	CRX 20693478 ChIP-Seq ADULT RETINA Mouse	0.7599463458339288	0.7288952481361548	0.20008717280763502	MAML2;PELI1	0.8224076893271286	0	0	ChEA_2022	primary_candidate	CRX	0.0849128377739819
658	TP53 22573176 ChIP-Seq HFKS Human	0.7695499064823003	0.7594605475040258	0.19894028948332498	APBB1IP;CX3CR1;ST6GALNAC3;ARHGAP24	0.8315349293448564	0	0	ChEA_2022	primary_candidate	TP53	0.08011950314546422
659	ETV2 25802403 ChIP-Seq MESCs Mouse	0.7715272212423248	0.7374416000617785	0.19128005368104564	PHC2;GAB2;TLR2	0.8324064556954368	0	0	ChEA_2022	primary_candidate	ETV2	0.0796645602936241
660	CEBPB 23403033 ChIP-Seq LIVER Mouse	0.7846516334299423	0.6532986631996534	0.1584350119530257	KCNK13	0.8452838051040743	0	0	ChEA_2022	primary_candidate	CEBPB	0.07299745164579877
661	ESR1 20056654 ChIP-Seq MCF-7 Human BreastCancer	0.7878787576464548	0.7159943949554599	0.17070098395621303	MEF2A;GNAQ;FOXN3	0.8465235057523736	0	0	ChEA_2022	primary_candidate	ESR1	0.07236097816128705
662	THAP11 20581084 ChIP-Seq MESCs Mouse	0.7881836298285109	0.6858917480035492	0.16325882328442082	PELI1;NPL	0.8465235057523736	0	0	ChEA_2022	primary_candidate	THAP11	0.07236097816128705
663	MYC 28411283 ChIP-Seq MDA231-LM2-4175 Human BreastCancer	0.7929424625699046	0.7984368572603867	0.1852410369783701	WASHC4;MEF2A;PHC2;SPRED1;RNF13;BMP2K;NPL;CPVL;RHOQ;PICALM	0.8499756751381847	0	0	ChEA_2022	primary_candidate	MYC	0.07059350287914498
664	TP53 32428506 ChIP-Seq Human Liver Heptoma	0.7937888161628054	0.6773967318886317	0.15643652976601144	SPRED1;RANBP9	0.8499756751381847	0	0	ChEA_2022	primary_candidate	TP53	0.07059350287914498
665	ESRRB 18555785 ChIP-Seq MESCs Mouse	0.7958630773166416	0.7282188177034974	0.16627283458164527	MBNL1;B4GALT1;BMP2K;TM6SF1	0.8509152601084694	0	0	ChEA_2022	primary_candidate	ESRRB	0.07011368774117858
666	BCL6 27268052 Chip-Seq Bcells Human	0.8030634757309255	0.7519780264830074	0.16492496371976229	UVRAG;PTPRJ;RIN2;IL13RA1;ETV6;TLR2	0.8573245213884204	0	0	ChEA_2022	primary_candidate	BCL6	0.06685475430735136
667	PHF8 20622854 ChIP-Seq HELA Human	0.8118507234956384	0.7426545086119554	0.15479800997058124	B4GALT1;ANKRD44;RANBP9;ANKS1A;RHOQ;TLR2	0.8650818150025565	0	0	ChEA_2022	primary_candidate	PHF8	0.06294281724745594
668	CBX2 27304074 Chip-Seq ESCs Mouse	0.8127632242218112	0.6486568268163938	0.1344765812799572	WNT5A;MAML3	0.8650818150025565	0	0	ChEA_2022	primary_candidate	CBX2	0.06294281724745594
669	YY1 21170310 ChIP-Seq MESCs Mouse	0.8179742906563153	0.5881433381433382	0.11817233109111253	MAML2	0.8683986005124866	0	0	ChEA_2022	primary_candidate	YY1	0.061280885114202426
670	GATA1 30185409 ChIP-Seq HPC Mouse BoneMarrow Leukemia	0.8183221692593052	0.6756897510859659	0.13547523424839933	GNAQ;NPL;FBXO11	0.8683986005124866	0	0	ChEA_2022	primary_candidate	GATA1	0.061280885114202426
671	CHD1 19587682 ChIP-ChIP MESCs Mouse	0.8247710314818069	0.630429094714809	0.1214518301914083	USP53;SRGAP2	0.873937709960603	0	0	ChEA_2022	primary_candidate	CHD1	0.05851952066587183
672	E2F1 17053090 ChIP-ChIP MCF-7 Human	0.8281435389049683	0.7090909090909091	0.1337124100869112	SPRED1;PRKCH;MAML2;GAB2;PICALM	0.8754125454151859	0	0	ChEA_2022	primary_candidate	E2F1	0.05778723386461362
673	ELK4 26923725 Chip-Seq MESODERM Mouse	0.8296516331183426	0.5658591647130329	0.10567385125164853	TBC1D9	0.8754125454151859	0	0	ChEA_2022	primary_candidate	ELK4	0.05778723386461362
674	FOXA1 26743006 Chip-Seq LNCaP-abl Human	0.82985661829794	0.7231669698647473	0.1348723336474299	PHC2;WNT5A;FOXN3;IL6ST;PIK3AP1;RIN2	0.8754125454151859	0	0	ChEA_2022	primary_candidate	FOXA1	0.05778723386461362
675	STAT3 29892750 ChIP-Seq EML Mouse BoneMarrow	0.8364657811672561	0.5529524941289647	0.09874054249133397	BMP2K	0.8802198174622708	0	0	ChEA_2022	primary_candidate	STAT3	0.055408857861663524
676	TET1 21451524 ChIP-Seq MESCs Mouse	0.8375058748119161	0.6981701565742313	0.1238044197784347	LYN;PHC2;PIK3AP1;RREB1;PAG1	0.8802198174622708	0	0	ChEA_2022	primary_candidate	TET1	0.055408857861663524
677	HOXC9 25013753 ChIP-Seq NEUROBLASTOMA BE2-C Human	0.8381277305512762	0.7140102409089132	0.1260833320429781	LYN;FGD4;MAML2;FAM13A;ST8SIA4;RAF1	0.8802198174622708	0	0	ChEA_2022	primary_candidate	HOXC9	0.055408857861663524
678	HSF1 23293686 ChIP-Seq STHDH STRIATAL Mouse	0.8399272263513516	0.6072926852348358	0.10593615191969323	MBNL1;CEBPB	0.88080864002332	0	0	ChEA_2022	primary_candidate	HSF1	0.05511843393634124
679	E2F1 18555785 ChIP-Seq MESCs Mouse	0.8421274706605993	0.7672781763690855	0.1318367178030834	LYN;UVRAG;MKLN1;CEBPB;SPRED1;WSB1;B3GNT5;PELI1;TBC1D9;PHC3;PICALM;TLR2	0.8818153632395968	0	0	ChEA_2022	primary_candidate	E2F1	0.054622339041042946
680	KDM6A 18722178 ChIP-ChIP U937 AND SAOS2 Human	0.8568015435265478	0.5147295408392014	0.07955091436797629	TCF12	0.8952615906851903	0	0	ChEA_2022	primary_candidate	KDM6A	0.048050047598344726
681	FLI1 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	0.857486840023368	0.6742028562036597	0.10365831628780474	CX3CR1;B3GNT5;SRGAP2;PLD1;SAMSN1	0.8952615906851903	0	0	ChEA_2022	primary_candidate	FLI1	0.048050047598344726
682	YY1 33199912 ChIP-Seq 293T Human KidneyEmbryo	0.8854268846269528	0.7375803094742557	0.08975275112524574	WASHC4;MEF2A;UVRAG;CCNH;TCF12;PHC3;TGFBR1;MKLN1;ELMO1;HNRNPC;MAML3;DIP2B;RAF1;PICALM	0.9230770014219405	0	0	ChEA_2022	primary_candidate	YY1	0.03476206939900403
683	TTF2 22483619 ChIP-Seq HELA Human	0.8867940896162438	0.6122502628811777	0.07355725645677524	FAM135A;GNB4;TBC1D9;MAML3	0.9231487521480957	0	0	ChEA_2022	primary_candidate	TTF2	0.034728313023980904
684	BCOR 27268052 Chip-Seq Bcells Human	0.9023990419230173	0.6153329752953813	0.06319374891171242	TCF12;PTPRJ;IL13RA1;ETV6;TLR2	0.9363748306161721	0	0	ChEA_2022	primary_candidate	BCOR	0.028550268481839468
685	P68 20966046 ChIP-Seq HELA Human	0.9032946737506516	0.614057422359208	0.062453601309252	ANKRD44;TCF12;BMP2K;TBC1D12;RHOQ	0.9363748306161721	0	0	ChEA_2022	primary_candidate	P68	0.028550268481839468
686	EKLF 21900194 ChIP-Seq ERYTHROCYTE Mouse	0.9034502585129313	0.5541139116459567	0.0562615264059325	APBB1IP;CCNH;IFNGR1	0.9363748306161721	0	0	ChEA_2022	primary_candidate	EKLF	0.028550268481839468
687	TAF2 19829295 ChIP-Seq ESCs Human	0.9088053141330538	0.6060906984442238	0.05795704945340069	ENTPD1;CEBPB;TBC1D12;ARHGAP15;SOCS6	0.9392535909698424	0	0	ChEA_2022	primary_candidate	TAF2	0.02721713585956738
688	DACH1 20351289 ChIP-Seq MDA-MB-231 Human	0.9088698601789755	0.5798975512243878	0.05541116131593299	MEF2A;CEBPB;CHST11;FOXN3	0.9392535909698424	0	0	ChEA_2022	primary_candidate	DACH1	0.02721713585956738
689	SREBP2 21459322 ChIP-Seq LIVER Mouse	0.9137320715426203	0.4878802584863733	0.04401552693585715	LYN;PELI1	0.9429078416063903	0	0	ChEA_2022	primary_candidate	SREBP2	0.025530752477601674
690	KDM5A 27292631 Chip-Seq BREAST Human	0.9236020064702797	0.47007788622695457	0.03735898359002832	UVRAG;MKLN1	0.9517116327541578	0	0	ChEA_2022	primary_candidate	KDM5A	0.02149462228246282
691	YY1 22570637 ChIP-Seq MALME-3M Human	0.9264445220804881	0.464803842684027	0.03551153140861783	PELI1;TLR2	0.9532591247456252	0	0	ChEA_2022	primary_candidate	YY1	0.020789028899602713
692	RARB 24833708 ChIP-Seq LIVER Mouse	0.9319320923845686	0.5422535211267606	0.03822634048138937	PDK4;PELI1;SRGAP2;PAG1	0.9566185485464563	0	0	ChEA_2022	primary_candidate	RARB	0.019261202542796407
693	FLI1 21867929 ChIP-Seq CD8 Mouse	0.9324003574440144	0.5414322550398499	0.037896461579698795	ENTPD1;PRKCH;RIN2;RHOQ	0.9566185485464563	0	0	ChEA_2022	primary_candidate	FLI1	0.019261202542796407
694	RARA 24833708 ChIP-Seq LIVER Mouse	0.9349248646381594	0.5369562688997441	0.0361313103013194	LYN;ENTPD1;FAM135A;GPR34	0.9578264823598435	0	0	ChEA_2022	primary_candidate	RARA	0.018713159584335833
695	TFAP2A 17053090 ChIP-ChIP MCF-7 Human	0.9562113657884656	0.49501078748651567	0.02216474976515997	UVRAG;WSB1;PICALM;IL13RA1	0.978224864856977	0	0	ChEA_2022	primary_candidate	TFAP2A	0.009561302327520043
696	E2F1 20622854 ChIP-Seq HELA Human	0.9589705787602888	0.48883024098955	0.020479486071537073	CALCR;ANKRD44;TCF12;MED13L	0.9796380481301227	0	0	ChEA_2022	primary_candidate	E2F1	0.00893435567057227
697	DCP1A 22483619 ChIP-Seq HELA Human	0.9608270994863826	0.3064503300723773	0.01224600141847032	PICALM	0.9801263525607145	0	0	ChEA_2022	primary_candidate	DCP1A	0.008717933814956589
698	SRF 21415370 ChIP-Seq HL-1 Mouse	0.9633980801909342	0.38612081469224324	0.01439789593516963	RNF13;RAF1	0.9813410243778714	0	0	ChEA_2022	primary_candidate	SRF	0.008180045353337774
699	LXR 22292898 ChIP-Seq THP-1 Human	0.9654440376085994	0.47334368530020704	0.01664614406405247	LYN;CCNH;B3GNT5;TGFBR1	0.9820181841769873	0	0	ChEA_2022	primary_candidate	LXR	0.007880470242983684
700	TBX2 35687133 ChIP-Seq MCF-7 Human BreastCancer	0.9789941334170517	0.25613753428322966	0.005437704798511294	ANKRD44	0.9943783269421769	0	0	ChEA_2022	primary_candidate	TBX2	0.0024483499657611766
701	SETDB1 19884255 ChIP-Seq MESCs Mouse	0.9814422104234908	0.38633583784728287	0.007236899255457366	CEBPB;PRKCH;KCNK13	0.9954428125693323	0	0	ChEA_2022	primary_candidate	SETDB1	0.0019836848068072073
702	MYC 18358816 ChIP-ChIP MESCs Mouse	0.9832204669212453	0.47371264440262556	0.008016120037201271	DOCK4;SPRED1;CDK6;USP53;RNF13;RAF1	0.9958258575227997	0	0	ChEA_2022	primary_candidate	MYC	0.0018166010635010138
703	PGR 26153859 ChIP-Seq MCF-7 Human BreastCancer	0.9846400370165844	0.2365371506475801	0.0036613938590919705	IFNGR1	0.9958450445502014	0	0	ChEA_2022	primary_candidate	PGR	0.0018082333958142935
704	MYC 18555785 ChIP-Seq MESCs Mouse	0.9872761485937888	0.22610357392966088	0.0028953677043117494	RAF1	0.996509744634224	0	0	ChEA_2022	primary_candidate	MYC	0.0015184500792190991
705	CTCF 27219007 Chip-Seq Bcells Human	0.9903243512972763	0.3466573904243881	0.003370467281383427	B3GNT5;MAML3;C1QC	0.996509744634224	0	0	ChEA_2022	primary_candidate	CTCF	0.0015184500792190991
706	SIN3B 21632747 ChIP-Seq MESCs Mouse	0.9904614838802932	0.49390970475307827	0.004733778354480497	MKLN1;DOCK8;SLC9A9;TBC1D9;PLXDC2;PIK3AP1;RREB1;ARHGAP24;MED13L	0.996509744634224	0	0	ChEA_2022	primary_candidate	SIN3B	0.0015184500792190991
707	AR 35650195 ChIP-Seq DSRCT Human Mesenchymal Sarcoma	0.9909035013451426	0.20958216040183253	0.0019151878587049336	CDK6	0.996509744634224	0	0	ChEA_2022	primary_candidate	AR	0.0015184500792190991
708	GABP 19822575 ChIP-Seq HepG2 Human	0.9959237766795692	0.34381295521462885	0.001404322500419555	MEF2A;CEBPB;IFNGR1;HNRNPC	0.9983545286973877	0	0	ChEA_2022	primary_candidate	GABP	0.0007152076952297827
709	ETS1 21867929 ChIP-Seq TH2 Mouse	0.9959961923928032	0.25381361187283824	0.001018260692977844	RNF13;TBC1D9	0.9983545286973877	0	0	ChEA_2022	primary_candidate	ETS1	0.0007152076952297827
710	CTCF 18555785 ChIP-Seq MESCs Mouse	0.9969503732421171	0.16905237760852734	0.0005163343685720042	RHOQ	0.9983545286973877	0	0	ChEA_2022	primary_candidate	CTCF	0.0007152076952297827
711	ETS1 20019798 ChIP-Seq JURKAT Human	0.9989993367381101	0.1409208539186	0.00014108492237837751	CCNH	0.9989993367381101	0	0	ChEA_2022	primary_candidate	ETS1	0.0004348001134315486
1	UBTF ENCODE	4.0699610995287836e-09	4.43886462882096	85.75723288173319	CEBPB;B4GALT1;DOCK8;PTPRJ;SPRED1;CHST11;TBC1D12;DLEU2;DIP2B;SOCS6;RREB1;MEF2A;IFNGR1;ANKRD44;TCF12;RANBP9;FBXO11;PHC3;TGFBR1;MED13L;MKLN1;CDK6;PELI1;TAB2;MAML3;IL6ST;RAF1;RHOQ	3.5408661565900415e-07	0	0	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	primary_candidate	UBTF	6.450890489099829
2	SMAD4 CHEA	3.1681146371015325e-08	6.482897384305835	111.94371638009454	FAM49B;MBNL1;BNC2;DOCK8;ANKRD44;PTPRJ;GAB2;ARHGAP15;ETV6;FGD4;B3GNT5;ELMO1;ST8SIA4;ST6GALNAC3;RREB1;PICALM	1.3781298671391667e-06	0	0	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	primary_candidate	SMAD4	5.860709855052194
3	GATA1 CHEA	4.780751778528289e-05	3.9223730901199447	39.021052685631474	MBNL1;PTPRJ;FOXN3;FBXO11;SAMSN1;MED13L;CDK6;RAP1A;CHST11;GNAQ;BMP2K;MAML3;ST6GALNAC3;RREB1	0.0013864180157732039	0	0	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	primary_candidate	GATA1	2.858105806829011
4	SPI1 ENCODE	6.516547912375673e-05	3.023026315789474	29.13768307435625	LYN;UVRAG;DOCK4;MBNL1;RNF13;IFNGR1;SAMSN1;ETV6;APBB1IP;MKLN1;ZEB2;PTPRC;ELMO1;HCLS1;TAB2;HNRNPC;TBC1D12;PIK3AP1;WDFY4;PICALM	0.001417349170941709	0	0	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	primary_candidate	SPI1	2.8485231459891733
