TF	candidate_n_libs	candidate_best_adjP	candidate_aggregate_score	pooledUp_n_libs	pooledUp_best_adjP	pooledUp_aggregate_score	joint_score
WT1	1	5.519365585549737e-09	10.078726166079086	2	7.488878352036493e-05	11.729381106121041	21.808107272200125
MYB	1	7.689936584661296e-09	11.435502007188715	1	6.308762339161746e-06	10.04074699721252	21.476249004401232
TP53	2	2.393888204133553e-07	8.473626249090708	3	2.5370322265360894e-07	11.362390738815131	19.83601698790584
CEBPD	2	3.516316882355452e-09	11.642371798486769	3	2.2349167891772616e-07	8.047704014405477	19.690075812892246
TCF3	3	0.005169506590286923	8.507997480985244	3	3.0973217637957924e-05	10.846415903046166	19.35441338403141
CTCF	2	0.00012569721020566448	7.892505335994592	2	0.000869175831377033	11.278181116520969	19.17068645251556
MYC	3	0.11896293757316231	5.098500305826509	3	0.009734608176505831	12.696328735786345	17.794829041612854
RUNX2	1	0.00018035332016165016	6.162621231254093	2	7.4512629546148614e-06	11.51694847805268	17.679569709306772
POU5F1	2	0.0013940261778602118	6.952357579014935	3	0.0006688666066904177	10.706126425060564	17.658484004075497
BRD4	1	0.0008641632434080002	5.698291258069441	1	9.469565484564902e-08	11.321910751837788	17.02020200990723
TP63	2	5.248740846247369e-05	8.769689820469134	2	4.11129718673327e-05	7.670911464925126	16.44060128539426
NFKB1	2	4.6280195465540655e-10	10.694941625563429	2	1.3147407494247502e-05	5.606184101176064	16.301125726739492
LEF1	1	3.7910748761829885e-07	6.421237637891696	2	3.429898622252528e-09	9.82399190032237	16.24522953821407
FLI1	1	0.0464753673933287	4.568971254227148	3	0.0008601814464780754	11.668395860866983	16.23736711509413
FOXO1	2	0.0003409189198082021	6.806699082118971	2	3.4011939670653256e-05	9.11346002532766	15.920159107446631
CREB1	3	0.03214529964111339	3.502598546415975	3	0.00042994200262916094	12.335979505597777	15.838578052013752
MEIS1	1	1.0534644998790343e-09	11.210179539090495	1	0.011748214036292906	4.288680078515965	15.49885961760646
CDX2	1	0.006508422077686359	7.016881005003898	2	0.0004755493925735724	8.275868484864215	15.292749489868115
NERF2	1	9.52584845093813e-08	7.021096332067012	1	5.397879720399029e-09	8.267776796946782	15.288873129013794
TCF4	2	0.00043081897630586354	5.6149538073644205	2	6.085717512431842e-06	9.38023488656343	14.995188693927851
NCOR	1	9.515175717320022e-08	7.4274738383794165	1	2.623578601953875e-07	6.812184737815116	14.239658576194532
EGR1	3	0.042454229278090505	3.358682281865872	3	0.0011026851397419035	10.580073592597257	13.93875587446313
P300	1	4.9727970858725736e-05	9.249205869719185	1	0.0036339606868383218	4.532489140861668	13.781695010580854
SCL	1	1.6256388137821502e-06	11.164252044164076	1	0.011748214036292906	2.498140674235702	13.66239271839978
ZNF217	1	1.4806838925569107e-09	8.82953764800908	1	1.6169081685123747e-05	4.791314644930244	13.620852292939324
FOXA2	2	8.814821511254262e-08	7.660651107918296	3	7.909066812724785e-06	5.901865094456453	13.562516202374749
E2F1	3	0.0030386213164814223	3.946464468814822	3	0.0014698579217035926	9.326533393622006	13.272997862436828
CTNNB1	2	0.000168697246923016	5.093454292516611	2	4.455729299453565e-07	7.924787234934858	13.018241527451469
JUN	1	0.009688166271778369	4.786707456421297	2	0.003531272595811345	8.21730396228054	13.004011418701838
KLF4	3	0.07874485146802909	5.016405626356669	2	0.01625907908755384	7.951494113500651	12.96789973985732
MECOM	1	7.664421275798571e-10	9.115520632227211	1	0.00023842797387252176	3.6226427917767965	12.738163424004007
UBTF	1	3.5408661565900415e-07	6.450890489099829	1	9.612879077680891e-07	6.017146520730288	12.468037009830116
OCT4	1	0.02461959708905238	3.9431194975360797	1	0.0002182288154517487	8.231723031156493	12.174842528692572
OLIG2	1	8.414792073961991e-07	6.558859599707561	1	0.003531272595811345	5.386376762687421	11.945236362394983
MITF	1	0.0004341846924090895	3.362325492073338	2	1.2248925074256949e-08	8.546914752256882	11.90924024433022
STAT1	1	0.07195920614557483	2.194201314089257	2	7.87699149309934e-06	9.710868757839977	11.905070071929234
PPARD	3	0.0010275903271962223	6.150067691067719	3	0.0065079064374223535	5.635059942477822	11.78512763354554
NR3C2	1	0.0010275903271962223	3.922556243375306	1	0.00014658921181901873	7.5776100256741685	11.500166269049474
PHOX2B	1	0.00012553056560982173	7.6843578917609054	1	0.006565467856319736	3.6020753922055304	11.286433283966435
TCF7L2	2	4.2753217512817554e-05	4.439847457981852	3	1.067255886418153e-05	6.846001125979356	11.285848583961208
LMO2	1	0.00018035332016165016	7.315834433573208	1	0.014929883227694273	3.887861436539721	11.203695870112929
RELA	3	0.05655775542213747	2.787991642252013	3	0.00010270325278252761	8.010013202976346	10.798004845228359
TEAD4	1	1.74905934379454e-06	8.612924525822788	1	0.016723397219436695	1.9620778925905753	10.575002418413362
STAT5A	2	0.00013250678931893357	4.930291616735778	2	7.31135465176888e-06	5.199313110285633	10.129604727021412
NFE2L2	3	0.0018628265293160833	5.604015928848681	3	0.015287521358957591	4.354573540499686	9.958589469348368
TCFCP2L1	1	1.7240621342029343e-06	5.916181131248996	1	0.007791379642382966	4.020830272327329	9.937011403576324
TRIM28	2	0.00871803368833122	3.9871869816019467	2	0.006574395699456878	5.814731805482529	9.801918787084475
EBF1	1	0.00016574580243579424	5.36209895272783	2	0.0073708467445209366	4.301398853184384	9.663497805912215
DMRT1	1	0.0002456538632384489	3.9249407354236725	1	1.945071295772211e-06	5.711064475164508	9.63600521058818
IRF1	2	0.2726061526542525	1.1481162546713002	2	0.00036814708668322005	8.405390030727087	9.553506285398388
EZH2	2	0.013042709455455654	4.984262524454671	2	0.0002772505510064898	4.418746962357563	9.403009486812234
UBF1/2	1	0.009554192732686678	4.0548629585276625	1	0.0002351051758214575	4.917733321227118	8.97259627975478
NUCKS1	1	0.00029104038271358343	3.536046747189717	1	6.308762339161746e-06	5.200055832830936	8.736102580020653
CEBPA	1	0.012169750214445343	3.844278573910093	2	0.0017222459281010657	4.822617851612831	8.666896425522925
YAP1	1	6.137569172486288e-06	5.212003600195279	1	0.00042994200262916094	3.3665901249713843	8.578593725166664
PPAR	1	4.214284937222792e-06	5.37527610411471	1	0.0006575682014063767	3.1820591965136984	8.55733530062841
NRF2	1	0.0352187270265371	2.434669401027383	1	7.909066812724785e-06	5.830556625906761	8.265226026934144
LXR	1	0.0191932863686393	1.7247311271089687	1	5.616331507950589e-07	6.535521573894141	8.26025270100311
PU	1	0.001774280465359039	2.750977728962974	1	4.387288983453564e-06	5.357803758395195	8.108781487358169
SOX3	1	0.0016787959328300693	3.6765918950175767	1	0.0014769159792434457	4.318197010490442	7.994788905508019
ERG	2	0.13643231453419027	1.5588121594788165	3	0.0016450393980118065	6.42553699598463	7.9843491554634465
TCF21	1	0.665962864427734	0.2998295736811685	1	6.308762339161746e-06	7.6547044572246525	7.954534030905821
PU.1	1	0.010860859372726196	4.149346168860086	1	0.011210622070088777	3.7245713047301625	7.873917473590248
TBX3	1	0.0026905394793915382	5.134530976760386	1	0.06173542816787121	2.4113201474591994	7.545851124219586
POU2F1	1	0.04982046313921965	2.415292651665478	2	0.011881874625877068	5.008321448311678	7.423614099977156
STAT6	1	0.006938623576848038	2.158726672522986	1	5.652551867094656e-06	5.2477554439335705	7.406482116456557
ZFP281	1	0.43657417288625033	0.8419157859106368	1	0.0006036229257657884	6.465645065787489	7.307560851698126
HNF1A	1	0.11608155494092749	1.8664471029668777	2	3.385502688336617e-05	5.426361016635512	7.292808119602389
POU3F2	1	0.0018358743630167505	2.736157042805536	2	0.0001772250285335966	4.518469114803253	7.254626157608788
JUND	1	0.0007309317797211352	4.19204665563073	1	0.019839665430917263	3.051039302420471	7.243085958051201
FOXO3	1	0.027482205521723164	1.6631430801905651	2	0.0008084498315503669	5.569114733471161	7.232257813661726
HSF1	1	0.88080864002332	0.05511843393634124	2	5.851598047094488e-07	6.999719683452257	7.054838117388599
SMAD1	1	0.02390541509881842	2.412122503134684	2	0.012049971138569638	4.580054843036978	6.992177346171662
REST	2	0.35813112304425404	1.1704381037345986	2	0.008228151329718443	5.812020873568145	6.982458977302744
CREM	1	0.10013152889483244	0.9994291526000302	1	1.1274259030136288e-06	5.947911991330048	6.947341143930078
ISL1	1	0.008011122254563564	4.070933803889953	1	0.03451906861386113	2.358486211121636	6.429420015011589
RUNX	1	2.6804487799806495e-05	4.57179248718305	1	0.015287521358957591	1.8156629231807806	6.38745541036383
TBX2	1	0.2602908941030429	1.3118089754109874	1	0.003010686063003773	5.005230591584097	6.317039566995085
GATA4	1	0.0063338622425658745	3.3636336877939748	1	0.0030970846204515165	2.91308317834811	6.276716866142085
EOMES	1	0.028633909487828336	2.791907111800218	1	0.00465472964643925	3.404011440318719	6.195918552118937
E2F4	1	0.03450833925085726	1.9124275589059643	3	0.03802962091740848	4.233644817155843	6.146072376061808
NFYA	2	0.00029953667367684845	3.5237126914451276	3	0.03495276960753074	2.5481129616585356	6.071825653103663
MYCN	1	0.010583495929980053	2.709258916686278	2	0.029896632946977492	3.3602923580798536	6.069551274766132
GATA6	1	0.07818773519009214	2.2502220930572223	1	0.00922874566988597	3.8126570889943983	6.062879182051621
P53	1	0.002726651631723973	3.1696993550727397	1	0.014558305577549847	2.7969829862884175	5.966682341361157
MAF	1	0.30460222363267936	0.8860079635734461	1	0.0005980426146482346	5.032746941064647	5.918754904638093
RCOR1	2	0.0022072263542929527	3.8982426592432384	2	0.08398427487313798	1.993152399519951	5.891395058763189
ETS1	1	0.3935313727704777	0.4061706472813418	3	0.006847465531068724	5.3002108930690035	5.706381540350345
CHD4	1	0.0003297521041024809	3.481812424599849	1	0.007791379642382966	2.1083856337238025	5.590198058323652
TBL1	1	0.0007612643130311036	3.1184645288260753	1	0.003433744129554093	2.464232070055384	5.582696598881459
SMAD2	1	0.013334566013640366	1.8750211142784377	2	0.000989138725332098	3.6957437046645145	5.570764818942952
FOSL1	1	0.408235592913889	0.3890891330540102	1	7.909066812724785e-06	5.10187475569228	5.49096388874629
NR1H3	1	0.007066179765088357	2.1508153182183496	1	0.0004604413100083069	3.3368257191347173	5.487641037353066
SOX6	1	0.046991736364246285	1.3279785073184287	2	0.00043983217125977104	4.1237071773542375	5.4516856846726665
TBX20	1	0.28318864222238643	1.0958483375511094	1	0.006847465531068724	4.328940290460328	5.424788628011438
RING1B	1	0.005742085114209471	3.5718725787745678	1	0.030016441675141527	1.7953495885637896	5.367222167338357
PRDM14	1	0.006607873947133757	2.976459377373268	1	0.043105622366068075	2.373870837937016	5.350330215310284
USF1	1	0.1202555988202117	0.9198946947452418	2	0.0011258372094015141	4.394874924760907	5.314769619506149
HOXB4	1	0.004075383063660859	2.3898315637055245	1	0.001248963723040185	2.903450175807026	5.293281739512551
YY1	3	0.3970049584806546	0.8529139487965165	3	0.10454529048035573	4.420438514220977	5.273352463017494
CRX	1	0.04583493762114849	1.423716193138591	1	0.0004036202129145786	3.7207362832304103	5.144452476369001
EP300	1	0.009723652844666584	3.144145687626119	2	0.14120031350733991	1.965188691438985	5.109334379065104
FOXP3	1	0.00959412531502737	3.066097145119806	1	0.02432665956914287	2.034838251480696	5.1009353966005015
PIAS1	1	0.001250562908992916	2.9028944563994616	1	0.006714404137070634	2.1729925223049364	5.075886978704398
ZFX	1	0.024075445019154252	1.8184718561765105	1	0.016185813072866137	3.2231990453588697	5.0416709015353804
SOX17	1	0.4960927138779392	0.3044371514073593	2	0.0001114198532233594	4.720031587734696	5.024468739142056
STAT4	1	0.0397947088506842	1.4001746683713077	1	0.00026943000945733186	3.56955403364687	4.969728702018178
MBD3	1	0.0036686870210082315	2.435489336716894	1	0.0032059537956896905	2.494042741002961	4.9295320777198555
HOXB13	1	0.06238430124502686	1.2049246850039834	1	0.00020820940610286742	3.681499654622325	4.886424339626308
USF2	1	0.05726779580686403	1.242089532223462	2	0.0118724614226428	3.627160032279178	4.86924956450264
TCF7	1	0.024465608406262204	1.6114439798142401	1	0.0006036229257657884	3.21923427395858	4.83067825377282
NR1I2	1	0.0020326190567824002	2.6919440070183622	2	0.04555811617578384	2.10842841201107	4.800372419029433
TCFAP2C	1	0.0003242577513998844	3.4891096332856413	1	0.04909282463018148	1.30898197938903	4.798091612674671
ARNT	1	0.00539202892448636	2.2682477867785367	2	0.014929883227694273	2.5169444987753864	4.785192285553923
SMAD2/3	1	0.00011371468112533603	4.053926235011745	1	0.2756134036164414	0.6483476302338749	4.70227386524562
RXR	1	0.02053757724593647	2.1150647511890446	1	0.016894147848918555	2.543526118501556	4.658590869690601
CHD1	2	0.31726868076522957	0.835079872561616	2	0.002848696690832528	3.788494066926807	4.6235739394884225
PU1	1	0.0011244795826285002	2.949048425717258	1	0.024556075051206456	1.6098410479470988	4.558889473664356
FOXH1	1	0.019822886587266234	2.6465486928981696	1	0.059547292810273794	1.9000092854224042	4.546557978320574
KLF5	1	0.06598183225205637	1.4650348537474878	2	0.021796264692012075	3.078458650016066	4.543493503763553
PAX3-FKHR	1	0.00015567090923601317	3.807792537969299	1	0.22505814405321756	0.6477052668695693	4.455497804838869
ELK1	1	0.039273313781992863	2.0362702272834645	1	0.05743856517753434	2.3889667480332673	4.425236975316732
AHR	2	0.003518899526729863	3.1647944754491886	1	0.06201651608910285	1.207492634838075	4.372287110287264
SFPI1	1	0.23926699015233868	0.6211172135618924	1	0.00018592402655289326	3.7306644836810787	4.351781697242971
ESR2	2	0.011155674036115754	2.6637055263957787	2	0.1085969461793697	1.6625217480427108	4.326227274438489
PPARA	2	0.07147025028139635	2.3402779856978753	2	0.17100382715973253	1.9812093077515338	4.321487293449409
SOX11	1	0.09043747177901074	1.6998814697270477	1	0.021239657580198888	2.601780675828888	4.301662145555936
GF1B	1	0.03504592771591265	1.4553624391311746	1	0.0014462342290635364	2.839761363921283	4.295123803052458
NFYB	2	0.0204662679866707	1.691995171605045	2	0.03745266277054776	2.5062341323354014	4.198229303940447
CMYC	1	0.0010437898147112755	2.981386945300324	1	0.06487299466040082	1.1879360537505421	4.169322999050866
SMC1	1	0.019676411013778705	1.706054114189971	1	0.0035181314300298206	2.453687940242255	4.159742054432226
KDM5B	1	0.06084229683841806	1.2157943993951352	1	0.0011565776965185364	2.936825186900418	4.152619586295553
HAND2	1	0.0977423698130735	1.0099171354913525	1	0.0007732488793319115	3.1116807007464704	4.121597836237823
TOP2B	1	0.00029273573316671296	3.5335242616115456	1	0.3736621924731331	0.4275208422920289	3.9610451039035746
LYL1	1	0.0564831607169866	1.7953895199605687	1	0.06697841644984273	2.1547606509174493	3.9501501708780182
RNF2	1	0.046672148706317244	2.830986426866358	1	0.2705359713381981	1.077749291537564	3.908735718403922
KLF6	1	0.44914961793437336	0.3476089654120097	2	0.0015433014009137236	3.5025501593185857	3.8501591247305953
BACH1	1	0.0010445973670498401	2.981051073154555	1	0.13935354853863968	0.8558819678108979	3.836933040965453
SMC3	2	0.09871998895941084	1.6114595326217798	2	0.04894063183687275	2.2245651072094432	3.8360246398312228
NR0B1	1	0.26114899106174433	0.5831116477023981	2	0.0035211918566945078	3.220304480937978	3.803416128640376
ERA	1	0.026845844085216976	1.864776930692054	1	0.012049971138569638	1.935611840009534	3.8003887707015878
E2A	1	0.004883091954863655	2.3113050973186104	1	0.038467822060285234	1.4149024015272293	3.72620749884584
TCF3/E2A	1	0.025721722477341575	1.5896999518692476	1	0.007348927135377699	2.1337760586293704	3.7234760104986178
DPY	1	0.03492454934928549	1.4568691891187564	1	0.006527115620437119	2.1852786942025837	3.64214788332134
PADI4	1	0.014386346820283115	1.8420494741117246	1	0.01589170729905506	1.7988294425831919	3.6408789166949163
HNF4A	3	0.042713223812284075	2.083821822787651	2	0.0334014406860566	1.533177821963585	3.616999644751236
SMARCD1	1	0.007586703457992366	2.1199468909029133	1	0.03482380208575162	1.4581238140711443	3.5780707049740577
MTF2	1	0.00056721470651243	3.2462525174681556	1	0.48895477332748966	0.3107313097980023	3.556983827266158
CUX1	2	0.08740446916568721	1.8103158613641948	1	0.019174663202136316	1.7172722555791535	3.527588116943348
NFI	1	0.0564831607169866	1.2480810087774503	1	0.005499170266972518	2.259702833352885	3.507783842130335
TCF12/HEB	1	0.18634373108012559	0.7296852130690048	1	0.0018146226912861565	2.74121366270885	3.4708988757778547
NFE2	1	0.0737946482836916	1.1319751328265206	1	0.005725747084524215	2.2421678393778826	3.374142972204403
TFAP2C	2	0.17707224727785062	1.0260553961592138	2	0.02856676164192266	2.311133158654818	3.337188554814032
PAX6	2	0.20462901171805425	1.29752010241157	2	0.17100382715973253	1.99232593434364	3.28984603675521
TET1	1	0.41890696068540273	0.4332912810713557	1	0.039611152869821975	2.7870304754104387	3.2203217564817943
NKX2-5	1	0.01402583976478483	1.8530711269135842	2	0.17100382715973253	1.3196545348034012	3.1727256617169854
HNFA	1	0.10944960870825521	0.9607857867333208	1	0.006565467856319736	2.182734320575533	3.143520107308854
ETV1	1	0.01990776391144389	1.7009775182477416	1	0.03667223551796808	1.4356626148955411	3.136640133143283
P63	1	0.023837711920149638	1.809074038503055	1	0.09974615394968563	1.276030875504409	3.085104914007464
STAT5	1	0.15780332000772535	0.8018838639538018	1	0.0052573386054315975	2.2792340508045212	3.081117914758323
NFIB	1	0.30731445505759925	0.5124170114842457	1	0.0032059537956896905	2.494042741002961	3.0064597524872068
NFKB2	1	0.17707224727785062	0.7518495009136309	1	0.07024746408095586	2.201872786524585	2.953722287438216
CJUN	1	0.05992038686165517	1.2224253913810244	1	0.01891524939084083	1.7231879283150913	2.9456133196961156
RCOR3	1	0.1351915750646318	0.8690503721291987	1	0.008889847988929396	2.05110566514155	2.9201560372707487
OCT1	1	0.03726678239590891	1.4286781024977036	1	0.0369997692164671	1.4318009848067195	2.860479087304423
ESRRB	1	0.012316941401883613	1.979610812477656	1	0.15798251990684206	0.8700169204145977	2.8496277328922535
SP1	2	0.26160882123897605	1.012761645994745	2	0.17100382715973253	1.8323065242673997	2.8450681702621448
GFI1B	1	0.07602782991575949	1.1190274055287823	1	0.02014102473093766	1.695918437274443	2.8149458428032252
SETDB1	1	0.5486726567443847	0.2626703672586661	1	0.011748214036292906	2.550220894656165	2.812891261914831
ZNF382	1	0.17707224727785062	0.7518495009136309	1	0.008831938209478358	2.0539439780406528	2.8057934789542838
ATF2	2	0.19444584066669582	0.8004834964604524	2	0.05095441026056011	2.003996064190081	2.8044795606505337
ELF5	1	0.014689349044552108	1.8329974494529653	1	0.10679507617149167	0.9714487701618251	2.8044462196147903
FOXP2	2	0.14919956005471843	1.2623663847369273	2	0.1649745115466667	1.5104841256259167	2.772850510362844
PCGF2	1	0.18209997708349915	1.3828711510149452	1	0.12336614527665508	1.3704560640665922	2.753327215081537
HOXB7	2	0.17707224727785062	1.4993827794398364	1	0.05661080198036389	1.2471006926126762	2.7464834720525126
NMYC	1	0.026845844085216976	1.5711229364282937	1	0.06825032250877086	1.165895292075505	2.737018228503799
ER	1	0.026845844085216976	1.5711229364282937	1	0.07230416387998487	1.1408366916677133	2.711959628096007
HIF1A	2	0.3750027013935055	0.7454806386664588	2	0.07550647217187118	1.8890099901991448	2.6344906288656036
MEF2A	2	0.17707224727785062	2.1340667765873023	1	0.345426125779504	0.46164481832390514	2.5957115949112075
BRCA1	1	0.8495398152221971	0.07081626232043274	2	0.018687910715223813	2.4954334192305523	2.566249681550985
RARB	1	0.5318560511476386	0.2934670977883792	1	0.007791379642382966	2.27071536670734	2.5641824644957194
GRHL2	1	0.3195592325994685	0.49544863044188686	1	0.008964102170597156	2.047493202128756	2.542941832570643
BMI1	1	0.03366334085164595	1.6954799803090432	1	0.2758196278221589	0.8209631822285226	2.516443162537566
LDB1	1	0.6705240453232153	0.17358564351865427	2	0.0287302727192758	2.3086544212406546	2.482240064759309
GF1	1	0.012316941401883613	1.9094971247364774	1	0.2735396578092911	0.5629797007046974	2.472476825441175
ZBTB7A	1	0.1684050192698135	0.7736449686041956	1	0.02154791811076413	1.6665946835860252	2.440239652190221
E2F6	1	0.8141751555795472	0.08928215417883921	1	0.0045869880432874875	2.3384723919240527	2.427754546102892
BCL3	2	0.7776026563936249	0.19852441865063836	3	0.04562322063635883	2.212282132969243	2.4108065516198813
SA1	1	0.0564831607169866	1.678964344915649	1	0.35559172644235115	0.7211340912546546	2.4000984361703037
RBPJ	1	0.5227938517251228	0.499351296359275	1	0.2168963657791969	1.894155442676695	2.3935067390359697
STAT5B	1	0.03366334085164595	1.4728427855249069	1	0.12662567851110426	0.8974782145016414	2.370321000026548
ZFP57	1	0.01569681934888461	1.8041883398945502	1	0.2749821595989724	0.5606954815844802	2.3648838214790304
PRDM5	1	0.2562166449255715	0.5913926600538013	1	0.017659423844953125	1.7530234697867277	2.3444161298405293
TAF1	1	0.9986511525248837	0.0005861924464088113	1	0.0045869880432874875	2.3384723919240527	2.3390585843704614
PHF8	1	0.10863267266322424	1.0269823527378308	1	0.05676906156309317	1.2624665083608717	2.2894488610987027
BHLHE40	1	0.2995438972314192	0.5235395240980454	1	0.018687910715223813	1.728439249480914	2.2519787735789594
ZNF274	1	0.08012901856352668	1.0962101765532988	1	0.0730332214205812	1.1364795426513525	2.232689719204651
CBX2	1	0.11608155494092749	0.9981796002976047	1	0.06173542816787121	1.2296809037474195	2.227860504045024
HDAC1	1	0.20590311562050326	0.6863370818105503	1	0.17100382715973253	1.5339883394992766	2.220325421309827
FUS	1	0.02053757724593647	1.6874507900853848	1	0.2976688604243775	0.5262665951591416	2.2137173852445264
NACC1	1	0.252457144256324	0.5978123347439088	1	0.024369258644466603	1.6131576826131677	2.2109700173570763
KAP1	1	0.04007015553702524	1.5739924222085195	1	0.28466697219681264	0.635627116977572	2.2096195391860913
SREBP1	1	0.06003031481906117	1.221629379052546	1	0.11480987272752785	0.9400207644926729	2.161650143545219
ADNP	1	0.15780332000772535	0.8018838639538018	1	0.04868308036201739	1.3126219501235215	2.114505814077323
TFAP2A	1	0.6193483365674459	0.21762632681442798	1	0.030603565224441017	1.846237046900292	2.06386337371472
POU3F1	1	0.032475591008519294	1.4884429366551455	1	0.2695596990313988	0.569345037198227	2.0577879738533724
ESET	1	0.15780332000772535	0.8018838639538018	1	0.05867631466877726	1.2315371710604441	2.033421035014246
NCOR1	1	0.7862654372423323	0.10443081468709392	2	0.07201904870140355	1.9095467892661584	2.0139776039532524
BCL6	1	0.654430698004062	0.25099109130136343	2	0.10264695768699736	1.7218762253036226	1.9728673166049862
ASH2L	1	0.04682474778198368	1.3295245532413045	1	0.24015605082695501	0.6195064666654417	1.9490310199067462
ZNF384	1	0.41351524091649744	0.38350847904020474	1	0.02728443200916164	1.5640850826671435	1.9475935617073483
TFEB	1	0.3733157585611415	0.4279236770662039	1	0.030603565224441017	1.5142279765540911	1.942151653620295
EWS	1	0.0204662679866707	1.6889613434909718	1	0.6142424573689476	0.2116601677630744	1.9006215112540463
CBP	1	0.18634373108012559	1.0384702720115209	1	0.29280752865125587	0.860126951306527	1.898597223318048
ZKSCAN1	1	0.35138056864428824	0.45422225867422916	1	0.03645366635963692	1.4382587855988507	1.89248104427308
FOS	1	0.2995438972314192	0.5235395240980454	2	0.3221875871897785	1.3421946346743552	1.8657341587724006
SIN3A	3	0.17707224727785062	0.8694964874191494	2	0.22901974955565677	0.9879985344312472	1.8574950218503967
MAX	1	0.9996254530775769	0.00016269413181771168	2	0.08130152194512166	1.856895494190239	1.8570581883220567
MYBL2	1	0.5318560511476386	0.2742058952455828	1	0.026256421990924806	1.5807644562918461	1.854970351537429
NELFA	1	0.8079611958412231	0.09260949669659363	1	0.017820597177635206	1.7490777466175422	1.8416872433141358
TAF7L	1	0.6301648832378574	0.20054580211561226	1	0.024369258644466603	1.6131576826131677	1.81370348472878
DACH1	1	0.9392535909698424	0.02721713585956738	1	0.016376952951926815	1.7857668986233912	1.8129840344829586
JARID2	1	0.10600570972655117	1.7711918690364552	1	0.918674875301873	0.0386714430249512	1.8098633120614065
ATF3	1	0.4404499797328386	0.6196571125984435	2	0.18086251749858345	1.17786144180353	1.7975185544019734
RCOR2	1	0.12920293794335325	0.8887276108140025	1	0.12842323169881656	0.8913564055042166	1.7800840163182192
CIITA	1	0.3056619411913419	0.6864311644460896	2	0.2502103908118024	1.0707676092314429	1.7571987736775325
PCGF4	1	0.2846471935127255	0.545693093770387	1	0.06173542816787121	1.2094655354464574	1.7551586292168444
FOXP1	1	0.6699057127610121	0.1739863186561227	1	0.026259315504210633	1.5807165987575313	1.7547029174136541
PBX3	1	0.4435288527330277	0.3530781229006673	1	0.04004600234942423	1.397440831495848	1.7505189543965152
FOXI1	1	0.05936602017893341	1.2264620646373945	1	0.29958261505616124	0.5234833925888723	1.749945457226267
