TF	reference_n_libs	reference_best_adjP	reference_aggregate_score	pooledDown_n_libs	pooledDown_best_adjP	pooledDown_aggregate_score	joint_score
JARID1A	1	0.9999962435678172	1.631400832739695e-06	1	0.42649015431295184	0.37009099023364667	0.3700926216344794
LXR	1	0.8845220310553484	0.05329297691754277	1	0.5323960913475198	0.3104084946628556	0.36370147158039834
ASH2L	1	0.9999962435678172	1.631400832739695e-06	1	0.4514557309615751	0.34538482949599497	0.34538646089682773
NCOR	1	0.9999962435678172	1.631400832739695e-06	1	0.6372818477291552	0.3432562793312778	0.34325791073211054
TRP53	1	0.6300106738976956	0.20065209248991014	1	0.7436069783344456	0.12865654327087322	0.3293086357607834
GABP	1	0.9999962435678172	1.631400832739695e-06	1	0.57957010648999	0.3231105325967697	0.32311216399760245
ELK1	1	0.9999962435678172	1.631400832739695e-06	1	0.49855027599733504	0.3191750264884263	0.3191766578892591
EVI1	1	0.8596177135184431	0.06569464389714438	1	0.5751436527222886	0.240223668714322	0.3059183126114664
IRF4	1	0.5622263030993638	0.2500888402944019	1	0.9143206509636802	0.03890147109036855	0.2889903113847705
RACK7	1	0.9999962435678172	1.631400832739695e-06	1	0.5162130796383496	0.2871709956410541	0.28717262704188684
NR0B1	1	0.9999962435678172	1.631400832739695e-06	1	0.5334823576657015	0.2728799381797615	0.2728815695805943
PDX1	1	0.578888771935027	0.23740487388102843	1	0.9259556837271137	0.03340979817047422	0.27081467205150267
MAF	1	0.9999962435678172	3.26280166547939e-06	1	0.6569082257130892	0.26809399209231033	0.2680972548939758
ESET	1	0.9999962435678172	1.631400832739695e-06	1	0.558173891006547	0.25323048181545543	0.2532321132162882
CIITA	1	0.9999962435678172	1.631400832739695e-06	1	0.5669517751804977	0.24645388054926667	0.2464555119500994
EWS-ERG	1	0.6179075399861701	0.20907650529617056	1	0.9259556837271137	0.03340979817047422	0.2424863034666448
SOX11	1	0.7746422615441789	0.11090044464443856	1	0.8246999498792408	0.11711383000138942	0.22801427464582796
ZNF652	1	0.8508681215119287	0.07013774724556514	1	0.7061968322739295	0.15107423484575952	0.22121198209132464
TFEB	1	0.9999962435678172	1.631400832739695e-06	1	0.6026384267500444	0.21994317934466412	0.21994481074549685
TRP63	1	0.8596177135184431	0.06569464389714438	1	0.7164783733364165	0.1447969141046091	0.21049155800175348
MYBL1	1	0.8596177135184431	0.06569464389714438	1	0.7228874886195932	0.1409292917428531	0.20662393563999748
TCF12/HEB	1	0.8596177135184431	0.06569464389714438	1	0.7228874886195932	0.1409292917428531	0.20662393563999748
NUCKS1	1	0.9999962435678172	1.631400832739695e-06	1	0.6358427961472755	0.19665024473657505	0.19665187613740778
KAP1	1	0.9999962435678172	3.26280166547939e-06	1	0.6951238782600242	0.19458114579703756	0.19458440859870305
NFIB	1	0.9999962435678172	1.631400832739695e-06	1	0.6540218572999508	0.18440773738500307	0.1844093687858358
SOX17	1	0.9999962435678172	1.631400832739695e-06	1	0.6569082257130892	0.18249529992332436	0.1824969313241571
HOXC9	1	0.9999962435678172	1.631400832739695e-06	1	0.6688040222113688	0.17470112369860075	0.17470275509943348
MECOM	1	0.9999962435678172	1.631400832739695e-06	1	0.6879566104736249	0.1624389519187129	0.16244058331954564
SIN3A	1	0.9999962435678172	1.631400832739695e-06	2	0.7243120109867972	0.1611815757233898	0.16118320712422254
TAF2	1	0.8596177135184431	0.06569464389714438	1	0.8054171223343013	0.0939791419793179	0.1596737858764623
ZFP42	1	0.9999962435678172	1.631400832739695e-06	1	0.6975685343018918	0.15641311765011615	0.15641474905094888
SMC4	1	0.9999962435678172	1.631400832739695e-06	1	0.6975685343018918	0.15641311765011615	0.15641474905094888
FOXP1	1	0.9999962435678172	1.631400832739695e-06	1	0.6977726687374523	0.156286045562845	0.15628767696367774
MYBL2	1	0.9999962435678172	1.631400832739695e-06	1	0.701539731106097	0.1539477280404431	0.15394935944127583
STAT4	1	0.9999962435678172	1.631400832739695e-06	1	0.7061968322739295	0.15107423484575952	0.15107586624659225
STAT5	1	0.9999962435678172	1.631400832739695e-06	1	0.7072323685978291	0.15043787075837778	0.1504395021592105
P68	1	0.9999962435678172	1.631400832739695e-06	1	0.7155214410785599	0.1453773477845865	0.14537897918541923
CDH4	1	0.9999962435678172	1.631400832739695e-06	1	0.7164783733364165	0.1447969141046091	0.14479854550544183
RUNX	1	0.9999962435678172	1.631400832739695e-06	1	0.7164783733364165	0.1447969141046091	0.14479854550544183
IKZF1	1	0.958264559863091	0.01851457335703357	1	0.7739046409024889	0.11131254898276302	0.1298271223397966
GF1B	1	0.954195757568133	0.020362518681353386	1	0.7872117068739891	0.10390845599824815	0.12427097467960153
PGR	1	0.9999962435678172	1.631400832739695e-06	1	0.7517788672794435	0.12390988659363454	0.12391151799446729
FOXH1	1	0.9999962435678172	3.26280166547939e-06	1	0.8673064448965093	0.12365485276855605	0.12365811557022152
ENL	1	0.9999962435678172	1.631400832739695e-06	1	0.7667637561369764	0.11533842380874314	0.11534005520957588
TAF7L	1	0.9999962435678172	1.631400832739695e-06	1	0.7669242070422787	0.115247554029862	0.11524918543069475
NERF2	1	0.9999962435678172	1.631400832739695e-06	1	0.7764153605960068	0.1099058811197202	0.10990751252055295
EBNA2	1	0.9999962435678172	1.631400832739695e-06	1	0.7800399305954042	0.10788316501032412	0.10788479641115686
XRN2	1	0.9999962435678172	1.631400832739695e-06	1	0.7928015287489235	0.10083552107754701	0.10083715247837975
ZNF384	1	0.9999962278025855	1.6382476116840167e-06	1	0.8171946525240881	0.08767448392270201	0.08767612217031369
PBX3	1	0.9999962278025855	1.6382476116840167e-06	1	0.8171946525240881	0.08767448392270201	0.08767612217031369
BCL6	1	0.9999962435678172	1.631400832739695e-06	1	0.8643982200265606	0.08076568507825177	0.08076731647908451
SREBP2	1	0.9999962435678172	1.631400832739695e-06	1	0.8491441646330442	0.07101857054583056	0.07102020194666331
AUTS2	1	0.9999962435678172	1.631400832739695e-06	1	0.8515601522192028	0.06978466907050407	0.06978630047133681
BHLHE40	1	0.9999962278025855	1.6382476116840167e-06	1	0.8644420749148082	0.06326410289635898	0.06326574114397066
USF2	1	0.9999962278025855	1.6382476116840167e-06	1	0.8644420749148082	0.06326410289635898	0.06326574114397066
SP2	1	0.9999962278025855	1.6382476116840167e-06	1	0.8644420749148082	0.06326410289635898	0.06326574114397066
MAX	1	0.9999962278025855	1.6382476116840167e-06	1	0.8644420749148082	0.06326410289635898	0.06326574114397066
E2F6	1	0.9999962278025855	1.6382476116840167e-06	1	0.8644420749148082	0.06326410289635898	0.06326574114397066
TAF1	1	0.9999962278025855	1.6382476116840167e-06	1	0.8644420749148082	0.06326410289635898	0.06326574114397066
USF1	1	0.9999962278025855	1.6382476116840167e-06	1	0.8650368185195673	0.06296540728711342	0.0629670455347251
HNF4A	2	0.9999962278025855	3.2696484444237117e-06	2	0.9102762830953134	0.06193403522182308	0.0619373048702675
BCOR	1	0.9999962435678172	1.631400832739695e-06	1	0.8673064448965093	0.061827426384278024	0.06182905778511076
E2A	1	0.9999962435678172	1.631400832739695e-06	1	0.8718879899284374	0.059539304609358704	0.05954093601019144
FOXI1	1	0.9999962435678172	1.631400832739695e-06	1	0.8878016657070158	0.05168404447996193	0.05168567588079467
ASXL1	1	0.9999962435678172	1.631400832739695e-06	1	0.9038882106558026	0.04388527803946215	0.043886909440294886
GRHL2	1	0.9999962435678172	1.631400832739695e-06	1	0.9143206509636802	0.03890147109036855	0.03890310249120129
TTF2	1	0.9999962435678172	1.631400832739695e-06	1	0.9143206509636802	0.03890147109036855	0.03890310249120129
HOXB4	1	0.9999962435678172	1.631400832739695e-06	1	0.9299859438228818	0.03152361549584115	0.03152524689667389
PPARA	1	0.9999962435678172	1.631400832739695e-06	1	0.944502887418704	0.02479671006814726	0.024798341468980002
UBTF	1	0.9999962278025855	1.6382476116840167e-06	1	0.9525608700136374	0.021107262721755712	0.021108900969367395
ZBTB7A	1	0.9999962278025855	1.6382476116840167e-06	1	0.9525608700136374	0.021107262721755712	0.021108900969367395
CCND1	1	0.9999962435678172	1.631400832739695e-06	1	0.9635364326550528	0.01613185941858391	0.01613349081941665
IRF3	1	0.9999962278025855	1.6382476116840167e-06	1	0.9720701108207572	0.012302410336597586	0.012304048584209271
JARID1B-DAIN	1	0.9999962435678172	1.631400832739695e-06	1	0.9932392598742451	0.0029461223738516886	0.002947753774684428
PRDM5	1	0.9999962435678172	1.631400832739695e-06	1	0.9932392598742451	0.0029461223738516886	0.002947753774684428
ELK3	1	0.9999962435678172	1.631400832739695e-06	1	0.9932392598742451	0.0029461223738516886	0.002947753774684428
