p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
2.51554430228208e-20,0.327479741629405,0.325,0.305,7.82636143326001e-16,0,KLC1
1.57337521013827e-38,0.326976182701104,0.528,0.51,4.89508495378218e-34,0,NAIP
1.08842588535675e-06,0.326752795104951,0.124,0.111,0.0338631061452191,0,LINC00996
1.56727754769382e-16,0.326303728738665,0.339,0.326,4.87611390638502e-12,0,PELI1
1.23538868814057e-09,0.326300856938766,0.214,0.201,3.84354128654294e-05,0,GCNT2
1.45604432715841e-19,0.325978048466031,0.338,0.318,4.53004511065526e-15,0,WDFY4
1.00204727234446e-29,0.325798744721272,0.501,0.49,3.11756947371808e-25,0,PREX1
3.11205642296832e-19,0.325324258847605,0.348,0.325,9.68222994313903e-15,0,DLEU7-AS1
6.77313452514501e-23,0.324833914643204,0.653,0.659,2.10725761346312e-18,0,SYNDIG1
1.00813032060665e-34,0.324828716680299,0.234,0.186,3.13649505347141e-30,0,BEX1
9.38233799967568e-29,0.324773009659951,0.18,0.14,2.9190329984591e-24,0,TMEM160
3.07412620473517e-37,0.324628858384948,0.139,0.097,9.56422144817206e-33,0,ATP6V1F
1.1987770068219e-07,0.324102802520318,0.29,0.285,0.00372963502362431,0,MIR646HG
4.72347465631316e-23,0.323625603384894,0.227,0.193,1.46956743507215e-18,0,RPL15
1.48770684025693e-10,0.322946942191311,0.229,0.214,4.62855352140735e-06,0,PLA2G4A
3.03059946099605e-08,0.321316819191725,0.297,0.296,0.00094288010430509,0,ZNRF2
